FFT Gray Avg,FFT Gray Median,FFT Gray SD,FFT Gray Max,FFT Gray Min,FFT Gray Mode,FFT Gray Midpoint,FFT Gray Var,FFT Red Avg,FFT Red Median,FFT Red SD,FFT Red Max,FFT Red Min,FFT Red Mode,FFT Red Midpoint,FFT Red Var,FFT Green Avg,FFT Green Median,FFT Green SD,FFT Green Max,FFT Green Min,FFT Green Mode,FFT Green Midpoint,FFT Green Var,FFT Blue Avg,FFT Blue Median,FFT Blue SD,FFT Blue Max,FFT Blue Min,DCT Gray,DCT Red,DCT Green,Wavelet Gray Avg,Wavelet Gray Median,Wavelet Gray SD,Wavelet Gray Max,Wavelet Gray Min,Wavelet Gray Mode,Wavelet Gray Midpoint,Wavelet Gray Var,Wavelet Red Avg,Wavelet Red Median,Wavelet Red SD,Wavelet Red Max,Wavelet Red Min,Wavelet Red Mode,Wavelet Red Midpoint,Wavelet Red Var,Wavelet Green Avg,Wavelet Green Median,Wavelet Green SD,Wavelet Green Max,Wavelet Green Min,Wavelet Green Mode,Wavelet Green Midpoint,Wavelet Green Var,Wavelet Blue Avg,Wavelet Blue Median,Wavelet Blue SD,Wavelet Blue Max,Wavelet Blue Min
75.00,-619.31,24053.33,5207025.00,-1.51,-1.51,2603511.75,69300000000000000000.00,24.00,665.86,10606.48,1927878.00,-1.27,-1.27,963938.37,1540000000000000000.00,94.00,513.13,25957.73,5592539.00,-0.16,-0.16,2796269.42,91500000000000000000.00,NaN,NaN,NaN,NaN,NaN,23245.65,8606.60,24966.69,3.26,3.51,0.31,5.94,0.57,0.57,3.26,0.37,1.21,1.19,0.41,6.07,0.02,0.02,3.04,0.59,3.50,3.58,0.26,6.02,0.38,0.60,3.20,0.32,NaN,NaN,NaN,NaN,NaN
93.00,115.96,22374.88,4372360.00,2.24,2.24,2186181.12,39800000000000000000.00,72.00,-408.02,16469.05,2814653.00,-0.35,-0.35,1407326.33,7810000000000000000.00,106.00,62.19,23068.72,4598799.00,0.70,0.70,2299399.85,47100000000000000000.00,NaN,NaN,NaN,NaN,NaN,19519.46,12565.42,20530.35,2.73,2.40,0.52,7.93,0.60,0.60,4.27,2.55,1.76,1.10,0.66,7.95,0.30,0.39,4.13,3.69,2.88,2.42,0.54,7.92,0.67,0.67,4.30,2.47,NaN,NaN,NaN,NaN,NaN
48.00,763.87,18438.22,3782437.00,1.87,1.87,1891219.44,19900000000000000000.00,20.00,781.55,12499.43,2215826.00,-5.27,-5.27,1107910.37,2630000000000000000.00,54.00,302.94,19125.01,3921719.00,7.72,7.72,1960863.36,22500000000000000000.00,NaN,NaN,NaN,NaN,NaN,16885.88,9892.08,17507.67,2.36,2.42,0.31,7.20,0.42,0.42,3.81,0.48,1.39,1.04,0.50,7.35,0.12,0.18,3.74,1.49,2.45,2.39,0.31,7.34,0.36,0.36,3.85,0.54,NaN,NaN,NaN,NaN,NaN
144.00,-458.47,28314.50,5873423.00,0.91,0.91,2936711.95,116000000000000000000.00,89.00,439.77,21673.57,4231734.00,-0.54,-0.54,2115866.73,30300000000000000000.00,148.00,-463.22,28795.11,5947800.00,4.49,4.49,2973902.25,121000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26220.64,18891.67,26552.68,3.67,4.04,0.33,7.30,0.68,0.68,3.99,0.81,2.65,2.50,0.34,7.51,0.02,0.02,3.77,0.83,3.72,3.85,0.35,7.71,0.70,0.79,4.20,0.95,NaN,NaN,NaN,NaN,NaN
97.00,469.35,16511.58,3390896.00,-4.29,-4.29,1695445.85,12700000000000000000.00,85.00,403.34,13068.47,2518966.00,-0.60,-0.60,1259482.70,3850000000000000000.00,101.00,455.66,15791.05,3265703.00,-1.56,-1.56,1632850.72,10700000000000000000.00,NaN,NaN,NaN,NaN,NaN,15137.93,11245.38,14579.03,2.12,2.03,0.29,4.72,0.16,0.19,2.44,0.30,1.57,1.62,0.22,4.79,0.03,0.03,2.41,0.20,2.04,2.07,0.24,4.63,0.17,0.17,2.40,0.19,NaN,NaN,NaN,NaN,NaN
70.00,-109.48,20162.53,3981072.00,-0.53,-0.53,1990535.74,25200000000000000000.00,56.00,-258.48,19006.30,3285880.00,-0.72,-0.72,1642939.64,16200000000000000000.00,73.00,332.94,18826.65,3465602.00,-0.17,-0.17,1732800.91,16600000000000000000.00,NaN,NaN,NaN,NaN,NaN,17772.64,14669.11,15471.44,2.49,2.31,0.29,7.14,0.27,0.30,3.71,0.58,2.05,1.37,0.57,7.80,0.09,0.10,3.94,3.12,2.17,1.73,0.34,7.10,0.18,0.18,3.64,0.89,NaN,NaN,NaN,NaN,NaN
153.00,-76.06,25317.60,5351355.00,0.69,0.69,2675677.85,79800000000000000000.00,155.00,-633.15,20630.08,4147499.00,-1.91,-1.91,2073748.54,29500000000000000000.00,155.00,-309.38,24475.31,5001810.00,-4.25,-4.25,2500902.88,61900000000000000000.00,NaN,NaN,NaN,NaN,NaN,23889.98,18515.62,22329.51,3.35,3.39,0.20,6.63,0.34,0.34,3.49,0.25,2.59,2.42,0.21,6.76,0.49,0.49,3.63,0.29,3.13,3.17,0.18,6.52,0.27,0.27,3.40,0.25,NaN,NaN,NaN,NaN,NaN
170.00,245.70,29589.35,5970747.00,-2.63,-2.63,2985372.19,123000000000000000000.00,152.00,224.55,24120.33,4385107.00,0.37,0.37,2192553.69,37000000000000000000.00,166.00,28.74,29036.50,5721532.00,-0.71,-0.71,2860765.65,103000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26655.12,19576.37,25542.55,3.73,3.60,0.32,7.34,0.01,0.01,3.68,1.20,2.74,2.97,0.29,7.33,0.02,0.02,3.67,1.20,3.58,3.42,0.32,7.36,0.01,0.01,3.68,1.22,NaN,NaN,NaN,NaN,NaN
65.00,-537.09,16017.68,3342241.00,-1.24,-1.24,1671119.88,12200000000000000000.00,24.00,474.63,8749.55,1562312.00,2.00,2.00,781157.00,694000000000000000.00,77.00,2.56,16013.07,3177155.00,-6.41,-6.41,1588574.30,10700000000000000000.00,NaN,NaN,NaN,NaN,NaN,14920.72,6974.61,14183.73,2.09,2.13,0.32,6.42,0.18,0.18,3.30,0.23,0.98,0.83,0.18,5.25,0.01,0.02,2.63,0.08,1.99,2.06,0.37,6.46,0.02,0.02,3.24,0.32,NaN,NaN,NaN,NaN,NaN
131.00,-508.07,23857.50,5046643.00,-2.24,-2.24,2523320.38,60400000000000000000.00,87.00,-288.11,18115.81,3583616.00,-5.53,-5.53,1791805.23,16000000000000000000.00,141.00,868.72,24246.39,5109836.00,-6.01,-6.01,2554915.00,62800000000000000000.00,NaN,NaN,NaN,NaN,NaN,22529.66,15998.29,22811.77,3.16,3.40,0.31,6.01,0.80,0.80,3.40,0.48,2.24,2.05,0.31,6.24,0.03,0.03,3.14,0.57,3.19,3.26,0.28,6.11,0.73,0.73,3.42,0.42,NaN,NaN,NaN,NaN,NaN
184.00,-1123.36,26400.73,5553020.00,9.74,9.74,2776514.87,87300000000000000000.00,141.00,1160.11,21693.85,4429217.00,-11.39,-11.39,2214602.80,35600000000000000000.00,190.00,-1161.39,26975.60,5554630.00,-4.04,-4.04,2777312.98,87600000000000000000.00,NaN,NaN,NaN,NaN,NaN,24790.27,19773.29,24797.46,3.47,3.82,0.41,6.07,0.29,0.29,3.18,0.99,2.77,3.12,0.33,6.21,0.18,0.18,3.20,0.73,3.47,3.99,0.46,6.30,0.25,0.25,3.28,1.47,NaN,NaN,NaN,NaN,NaN
54.00,171.95,24982.57,5159872.00,-0.33,-0.33,2579935.84,67100000000000000000.00,43.00,-292.84,23440.66,4590854.00,-0.05,-0.05,2295426.98,42700000000000000000.00,56.00,-385.23,25096.36,5090192.00,1.06,1.06,2545096.53,63600000000000000000.00,NaN,NaN,NaN,NaN,NaN,23035.14,20494.88,22724.07,3.23,3.10,0.42,7.41,0.35,0.35,3.88,1.23,2.87,2.59,0.40,7.93,0.12,0.12,4.03,1.50,3.18,2.98,0.39,7.42,0.35,0.35,3.88,1.19,NaN,NaN,NaN,NaN,NaN
104.00,91.68,21249.84,4341558.00,3.37,3.37,2170780.69,33700000000000000000.00,61.00,-619.95,13881.10,2492350.00,-1.77,-1.77,1246174.11,4320000000000000000.00,117.00,-459.23,21716.67,4360480.00,-2.92,-2.92,2180238.54,34400000000000000000.00,NaN,NaN,NaN,NaN,NaN,19381.96,11126.56,19466.43,2.71,3.04,0.47,6.02,0.05,0.05,3.03,1.15,1.56,1.07,0.35,5.99,0.05,0.05,3.02,0.79,2.73,2.74,0.45,6.23,0.05,0.05,3.14,1.21,NaN,NaN,NaN,NaN,NaN
190.00,254.93,25641.20,5269213.00,0.58,0.58,2634606.79,84800000000000000000.00,197.00,309.68,19003.01,3456957.00,2.25,2.25,1728479.62,15700000000000000000.00,191.00,-18.96,22988.57,4558675.00,1.66,1.66,2279338.33,50800000000000000000.00,NaN,NaN,NaN,NaN,NaN,23523.27,15432.84,20351.23,3.29,3.72,0.42,6.79,0.59,0.59,3.69,1.53,2.16,1.22,0.43,6.34,0.36,0.36,3.35,1.39,2.85,2.87,0.33,6.77,0.57,0.64,3.67,0.99,NaN,NaN,NaN,NaN,NaN
35.00,834.53,21537.93,4490339.00,-7.53,-7.53,2245165.74,38600000000000000000.00,24.00,-497.62,12356.99,2406032.00,-0.07,-0.07,1203015.96,3290000000000000000.00,36.00,770.36,22500.12,4546267.00,-1.41,-1.41,2273132.80,41300000000000000000.00,NaN,NaN,NaN,NaN,NaN,20046.16,10741.21,20295.83,2.81,2.92,0.36,6.56,0.42,0.42,3.49,0.66,1.50,1.38,0.23,5.14,0.06,0.06,2.60,0.15,2.84,3.15,0.46,7.01,0.16,0.16,3.59,1.46,NaN,NaN,NaN,NaN,NaN
153.00,-814.29,25829.20,5379772.00,3.49,3.49,2689887.75,77000000000000000000.00,165.00,28.91,22717.84,4183565.00,-0.89,-0.89,2091782.06,32000000000000000000.00,166.00,-418.71,27702.68,5638675.00,-0.78,-0.78,2819337.11,97200000000000000000.00,NaN,NaN,NaN,NaN,NaN,24016.84,18676.63,25172.66,3.36,3.47,0.43,7.39,0.19,0.22,3.79,1.15,2.62,1.95,0.56,7.89,0.02,0.02,3.96,3.66,3.53,3.39,0.47,7.44,0.02,0.02,3.73,1.78,NaN,NaN,NaN,NaN,NaN
205.00,-284.30,29700.41,5623244.00,1.14,1.14,2811622.57,102000000000000000000.00,150.00,123.71,27745.64,4918253.00,-3.28,-3.28,2459124.86,62200000000000000000.00,214.00,304.32,29387.36,5332581.00,0.48,0.48,2666290.74,84000000000000000000.00,NaN,NaN,NaN,NaN,NaN,25103.77,21956.49,23806.17,3.52,2.96,0.47,7.99,0.11,0.13,4.05,3.54,3.08,2.39,0.55,7.97,0.05,0.05,4.01,4.69,3.33,2.79,0.50,8.00,0.08,0.09,4.04,4.71,NaN,NaN,NaN,NaN,NaN
118.00,-478.93,31181.90,6508696.00,2.72,2.72,3254349.36,164000000000000000000.00,65.00,336.14,20731.49,4263336.00,-2.69,-2.69,2131666.66,30300000000000000000.00,140.00,-423.54,33204.60,6972170.00,-2.48,-2.48,3486083.76,216000000000000000000.00,NaN,NaN,NaN,NaN,NaN,29056.68,19032.75,31125.76,4.07,4.24,0.44,7.75,0.08,0.08,3.91,1.63,2.67,2.32,0.54,7.81,0.56,0.56,4.19,1.76,4.36,4.78,0.50,7.81,0.00,0.01,3.90,2.24,NaN,NaN,NaN,NaN,NaN
37.00,-135.03,19804.53,4094824.00,-1.12,-1.12,2047411.44,26800000000000000000.00,14.00,-201.54,12127.38,2333569.00,2.04,2.04,1166785.52,3400000000000000000.00,42.00,401.99,20452.27,4025299.00,4.25,4.25,2012651.63,27400000000000000000.00,NaN,NaN,NaN,NaN,NaN,18280.46,10417.72,17970.08,2.56,2.24,0.33,6.79,0.52,0.52,3.66,0.51,1.46,1.24,0.28,4.85,0.07,0.09,2.46,0.21,2.52,2.16,0.44,7.27,0.17,0.17,3.72,1.31,NaN,NaN,NaN,NaN,NaN
103.00,428.32,20052.82,4106607.00,-1.18,-1.18,2053302.91,29200000000000000000.00,50.00,-419.43,12274.29,2196018.00,-1.74,-1.74,1098008.13,2860000000000000000.00,109.00,352.73,20258.53,4058428.00,-5.58,-5.58,2029211.21,28000000000000000000.00,NaN,NaN,NaN,NaN,NaN,18333.07,9803.65,18117.98,2.57,2.46,0.34,6.30,0.19,0.19,3.25,0.58,1.37,1.06,0.34,5.53,0.03,0.03,2.78,0.50,2.54,2.42,0.36,6.62,0.24,0.24,3.43,0.69,NaN,NaN,NaN,NaN,NaN
127.00,-70.08,24018.21,5001635.00,-2.22,-2.22,2500816.39,58700000000000000000.00,76.00,114.67,21003.42,3929196.00,2.81,2.81,1964599.41,24500000000000000000.00,141.00,-168.80,24097.59,4701844.00,1.14,1.14,2350922.57,47000000000000000000.00,NaN,NaN,NaN,NaN,NaN,22328.73,17541.05,20990.38,3.13,3.18,0.18,6.59,0.30,0.30,3.44,0.16,2.46,2.52,0.24,6.52,0.01,0.01,3.27,0.45,2.94,3.18,0.28,6.68,0.01,0.01,3.34,0.60,NaN,NaN,NaN,NaN,NaN
108.00,183.33,21817.55,4474074.00,1.07,1.07,2237037.54,40000000000000000000.00,87.00,294.18,18594.09,3664081.00,-4.29,-4.29,1832038.35,18300000000000000000.00,114.00,101.71,22289.16,4444789.00,-11.14,-11.14,2222388.93,38100000000000000000.00,NaN,NaN,NaN,NaN,NaN,19973.54,16357.50,19842.81,2.80,3.07,0.46,6.62,0.12,0.12,3.37,1.82,2.29,2.22,0.38,6.41,0.13,0.13,3.27,1.02,2.78,3.14,0.46,7.05,0.11,0.11,3.58,2.08,NaN,NaN,NaN,NaN,NaN
32.00,-482.90,16372.42,3290569.00,6.66,6.66,1645287.83,12500000000000000000.00,9.00,514.11,8936.47,1360875.00,-2.04,-2.04,680436.48,917000000000000000.00,31.00,336.23,14085.39,2800504.00,-4.01,-4.01,1400250.00,6800000000000000000.00,NaN,NaN,NaN,NaN,NaN,14690.04,6075.33,12502.25,2.06,2.16,0.15,4.39,0.34,0.34,2.36,0.10,0.85,0.48,0.38,4.14,0.07,0.11,2.10,0.38,1.75,1.57,0.17,4.75,0.31,0.31,2.53,0.08,NaN,NaN,NaN,NaN,NaN
160.00,-604.94,20091.77,3926186.00,-1.54,-1.54,1963092.23,25000000000000000000.00,114.00,-345.03,12096.79,1877693.00,0.03,0.03,938846.52,1480000000000000000.00,168.00,348.72,20141.08,3749986.00,-3.24,-3.24,1874991.38,21000000000000000000.00,NaN,NaN,NaN,NaN,NaN,17527.62,8382.56,16741.01,2.45,2.60,0.28,6.87,0.00,0.00,3.44,0.61,1.17,0.59,0.41,6.93,0.00,0.00,3.47,0.98,2.34,2.24,0.36,6.83,0.00,0.00,3.41,1.31,NaN,NaN,NaN,NaN,NaN
139.00,-255.67,18524.89,3795046.00,-2.35,-2.35,1897521.82,20300000000000000000.00,120.00,127.31,15610.01,3066803.00,-0.69,-0.69,1533401.16,8520000000000000000.00,154.00,5.33,19272.01,3879666.00,2.31,2.31,1939834.16,21800000000000000000.00,NaN,NaN,NaN,NaN,NaN,16942.17,13691.08,17319.94,2.37,2.41,0.18,5.48,0.23,0.23,2.85,0.14,1.92,1.65,0.21,6.17,0.37,0.37,3.27,0.21,2.43,2.38,0.20,6.13,0.21,0.21,3.17,0.19,NaN,NaN,NaN,NaN,NaN
165.00,-265.31,35012.11,7358396.00,2.90,2.90,3679199.45,275000000000000000000.00,135.00,617.63,30248.43,5723921.00,-0.65,-0.65,2861960.17,134000000000000000000.00,175.00,-435.29,35490.12,7438560.00,2.28,2.28,3719281.14,289000000000000000000.00,NaN,NaN,NaN,NaN,NaN,32849.98,25553.22,33207.86,4.60,4.53,0.28,7.78,0.92,0.92,4.35,0.79,3.58,2.26,0.27,7.82,0.38,0.38,4.10,1.35,4.65,4.23,0.38,7.79,1.00,1.03,4.39,1.52,NaN,NaN,NaN,NaN,NaN
11.00,242.18,14570.44,2408302.00,-0.05,-0.05,1204150.97,4100000000000000000.00,13.00,179.70,3686.83,799385.00,-1.91,-1.91,399691.55,36800000000000000.00,11.00,-235.70,9611.66,1630923.00,-1.67,-1.67,815460.67,831000000000000000.00,NaN,NaN,NaN,NaN,NaN,10751.35,3568.68,7280.91,1.51,0.71,0.59,4.44,0.27,0.31,2.36,0.90,0.50,0.45,0.08,1.68,0.26,0.38,0.97,0.00,1.02,0.55,0.42,3.38,0.27,0.31,1.82,0.23,NaN,NaN,NaN,NaN,NaN
79.00,-736.49,22734.88,4402788.00,-0.13,-0.13,2201393.94,40000000000000000000.00,58.00,-745.02,17749.28,3317272.00,0.11,0.11,1658636.06,13100000000000000000.00,78.00,-192.58,22627.94,4397060.00,-3.88,-3.88,2198528.06,39000000000000000000.00,NaN,NaN,NaN,NaN,NaN,19655.30,14809.25,19629.73,2.75,2.79,0.35,7.10,0.11,0.11,3.60,1.23,2.07,1.94,0.42,7.43,0.08,0.08,3.75,1.37,2.75,2.89,0.34,7.07,0.13,0.13,3.60,1.16,NaN,NaN,NaN,NaN,NaN
109.00,595.32,21902.09,4494934.00,0.51,0.51,2247467.26,40100000000000000000.00,54.00,-586.98,14544.45,2476523.00,5.25,5.25,1238264.12,5360000000000000000.00,133.00,-762.74,24363.70,4856579.00,-1.73,-1.73,2428288.63,54000000000000000000.00,NaN,NaN,NaN,NaN,NaN,20066.67,11055.91,21681.16,2.81,2.83,0.46,7.50,0.05,0.05,3.77,1.66,1.55,1.23,0.54,7.94,0.02,0.02,3.98,2.54,3.04,3.16,0.47,7.90,0.05,0.05,3.98,2.10,NaN,NaN,NaN,NaN,NaN
1.00,577.32,12625.28,2044071.00,6.79,6.79,1022038.90,2330000000000000000.00,1.00,0.89,3301.31,638390.00,-4.76,-4.76,319192.62,17200000000000000.00,1.00,452.57,8763.01,1507126.00,-0.32,-0.32,753562.84,633000000000000000.00,NaN,NaN,NaN,NaN,NaN,9125.32,2849.96,6728.24,1.28,0.44,0.36,4.67,0.03,0.03,2.35,0.42,0.40,0.40,0.12,3.10,0.00,0.00,1.55,0.01,0.94,0.57,0.26,4.09,0.03,0.03,2.06,0.11,NaN,NaN,NaN,NaN,NaN
51.00,263.71,20512.58,4132017.00,0.89,0.89,2066008.94,27600000000000000000.00,44.00,-192.95,18429.13,3368310.00,-1.38,-1.38,1684154.31,13300000000000000000.00,54.00,-251.21,19984.05,3911579.00,-0.60,-0.60,1955789.20,22600000000000000000.00,NaN,NaN,NaN,NaN,NaN,18446.50,15037.10,17462.41,2.58,2.38,0.23,6.47,0.18,0.18,3.33,0.32,2.11,1.69,0.41,7.04,0.12,0.19,3.58,1.27,2.45,2.32,0.32,6.32,0.16,0.16,3.24,0.75,NaN,NaN,NaN,NaN,NaN
63.00,-207.24,24176.87,5124496.00,-1.25,-1.25,2562247.37,64900000000000000000.00,49.00,390.32,9684.82,2081097.00,0.86,0.86,1040548.93,1710000000000000000.00,67.00,170.09,19390.01,4213226.00,-2.85,-2.85,2106611.57,28800000000000000000.00,NaN,NaN,NaN,NaN,NaN,22877.21,9290.61,18809.04,3.20,3.74,0.28,5.25,1.18,1.18,3.21,0.34,1.30,1.25,0.14,3.25,0.42,0.42,1.84,0.01,2.63,2.71,0.13,4.61,1.02,1.02,2.82,0.03,NaN,NaN,NaN,NaN,NaN
41.00,-606.60,21046.23,4149910.00,4.01,4.01,2074957.00,35000000000000000000.00,9.00,868.41,16616.62,2934102.00,21.05,21.05,1467061.52,8380000000000000000.00,53.00,554.73,21293.54,4120858.00,8.17,8.17,2060433.08,33800000000000000000.00,NaN,NaN,NaN,NaN,NaN,18526.38,13098.67,18396.69,2.59,2.19,0.33,6.73,0.23,0.23,3.48,1.05,1.83,1.40,0.42,7.16,0.06,0.06,3.61,1.35,2.58,2.10,0.35,6.87,0.29,0.29,3.58,1.42,NaN,NaN,NaN,NaN,NaN
13.00,-135.78,18782.96,3718091.00,-1.44,-1.44,1859044.78,18100000000000000000.00,1.00,-168.84,11309.20,1811724.00,-0.61,-0.61,905861.70,1200000000000000000.00,8.00,-214.39,19149.75,3618448.00,0.81,0.81,1809224.40,16800000000000000000.00,NaN,NaN,NaN,NaN,NaN,16598.62,8088.05,16153.79,2.32,2.43,0.20,6.09,0.07,0.10,3.08,0.23,1.13,0.70,0.39,6.16,0.02,0.11,3.09,0.74,2.26,2.50,0.22,6.46,0.08,0.08,3.27,0.33,NaN,NaN,NaN,NaN,NaN
32.00,529.16,14486.36,2749170.00,-5.46,-5.46,1374582.27,6150000000000000000.00,21.00,-124.52,7523.60,1468174.00,-2.89,-2.89,734085.56,458000000000000000.00,36.00,-532.85,12593.81,2520182.00,-0.23,-0.23,1260090.88,4060000000000000000.00,NaN,NaN,NaN,NaN,NaN,12273.08,6554.35,11250.81,1.72,1.25,0.44,5.22,0.23,0.23,2.72,0.71,0.92,0.75,0.22,4.13,0.08,0.08,2.10,0.07,1.58,1.33,0.28,4.56,0.28,0.28,2.42,0.17,NaN,NaN,NaN,NaN,NaN
38.00,348.58,12411.00,2001177.00,-0.89,-0.89,1000588.06,3710000000000000000.00,36.00,-132.39,5707.86,653471.00,-2.65,-2.65,326734.18,55800000000000000.00,41.00,82.49,9367.16,1485412.00,2.50,2.50,742707.25,928000000000000000.00,NaN,NaN,NaN,NaN,NaN,8933.83,2917.28,6631.30,1.25,0.68,0.23,4.89,0.03,0.03,2.46,0.28,0.41,0.19,0.50,4.58,0.03,0.08,2.30,0.61,0.93,0.55,0.31,4.88,0.03,0.16,2.45,0.44,NaN,NaN,NaN,NaN,NaN
122.00,38.41,26981.98,5422721.00,0.02,0.02,2711360.51,82400000000000000000.00,3.00,427.82,20405.37,3338079.00,-2.82,-2.82,1669038.09,15600000000000000000.00,149.00,543.06,27296.12,5340097.00,4.64,4.64,2670050.82,80100000000000000000.00,NaN,NaN,NaN,NaN,NaN,24208.58,14902.14,23839.72,3.39,3.23,0.28,7.84,0.10,0.10,3.97,0.95,2.09,1.00,0.32,7.66,0.00,0.04,3.83,1.40,3.34,3.22,0.30,7.86,0.10,0.10,3.98,1.24,NaN,NaN,NaN,NaN,NaN
71.00,-439.79,24742.14,4794448.00,-7.08,-7.08,2397220.46,54800000000000000000.00,76.00,531.21,19675.09,3421289.00,-1.20,-1.20,1710643.90,15100000000000000000.00,72.00,418.92,25832.07,4837024.00,-2.80,-2.80,2418510.60,59200000000000000000.00,NaN,NaN,NaN,NaN,NaN,21403.79,15273.61,21593.86,3.00,2.81,0.35,7.73,0.12,0.26,3.92,1.36,2.14,1.58,0.44,7.76,0.03,0.03,3.90,2.02,3.02,2.54,0.44,7.89,0.07,0.07,3.98,2.61,NaN,NaN,NaN,NaN,NaN
62.00,-346.69,16778.89,3577913.00,0.48,0.48,1788956.74,15300000000000000000.00,35.00,161.38,9867.23,1874857.00,0.03,0.03,937428.52,1430000000000000000.00,63.00,345.12,16372.40,3459226.00,0.61,0.61,1729613.31,13400000000000000000.00,NaN,NaN,NaN,NaN,NaN,15972.83,8369.90,15442.97,2.24,2.15,0.14,5.09,0.39,0.40,2.74,0.05,1.17,0.97,0.26,4.97,0.04,0.06,2.50,0.15,2.16,2.11,0.14,5.08,0.05,0.05,2.57,0.05,NaN,NaN,NaN,NaN,NaN
226.00,142.40,29497.07,6229937.00,-1.42,-1.42,3114967.79,140000000000000000000.00,175.00,498.79,17197.14,2804399.00,-1.90,-1.90,1402198.55,7530000000000000000.00,233.00,-225.37,29336.66,6094501.00,-5.36,-5.36,3047247.82,129000000000000000000.00,NaN,NaN,NaN,NaN,NaN,27812.22,12519.64,27207.59,3.90,3.82,0.22,7.39,0.58,0.58,3.98,0.35,1.75,1.18,0.34,6.29,0.02,0.02,3.16,1.26,3.81,3.43,0.33,7.50,0.62,0.62,4.06,1.00,NaN,NaN,NaN,NaN,NaN
62.00,69.60,18729.67,3955775.00,0.60,0.60,1977887.80,23800000000000000000.00,67.00,387.87,15145.56,3063619.00,-10.34,-10.34,1531804.33,8420000000000000000.00,67.00,644.07,18391.75,3899459.00,-1.71,-1.71,1949728.65,22200000000000000000.00,NaN,NaN,NaN,NaN,NaN,17659.71,13676.87,17408.30,2.47,2.49,0.25,5.00,0.60,0.63,2.80,0.25,1.92,2.04,0.17,5.57,0.07,0.07,2.82,0.10,2.44,2.50,0.19,4.91,0.58,0.58,2.75,0.13,NaN,NaN,NaN,NaN,NaN
78.00,-308.69,19493.00,4041617.00,0.74,0.74,2020808.87,25900000000000000000.00,34.00,324.19,12771.79,2299181.00,0.64,0.64,1149590.82,3420000000000000000.00,89.00,392.86,20213.25,4091969.00,2.25,2.25,2045985.63,26700000000000000000.00,NaN,NaN,NaN,NaN,NaN,18042.93,10264.20,18267.72,2.53,2.47,0.39,6.68,0.09,0.09,3.39,0.83,1.44,1.22,0.42,6.91,0.07,0.12,3.49,1.04,2.56,2.52,0.37,6.72,0.09,0.09,3.40,0.80,NaN,NaN,NaN,NaN,NaN
30.00,4.83,17136.45,3402489.00,0.54,0.54,1701244.77,12400000000000000000.00,12.00,191.19,12738.22,2209466.00,-1.37,-1.37,1104732.32,2380000000000000000.00,36.00,-466.24,16379.78,3202301.00,-10.25,-10.25,1601145.38,9700000000000000000.00,NaN,NaN,NaN,NaN,NaN,15189.68,9863.69,14295.99,2.13,1.90,0.38,7.13,0.09,0.09,3.61,1.22,1.38,1.03,0.58,7.88,0.04,0.04,3.96,2.82,2.00,1.69,0.40,7.00,0.09,0.10,3.55,1.15,NaN,NaN,NaN,NaN,NaN
166.00,-727.71,26921.73,5598071.00,0.28,0.28,2799035.64,102000000000000000000.00,125.00,970.03,21936.01,4214939.00,-3.69,-3.69,2107467.65,34700000000000000000.00,183.00,622.96,27082.61,5481840.00,8.14,8.14,2740924.07,94200000000000000000.00,NaN,NaN,NaN,NaN,NaN,24991.39,18816.69,24472.50,3.50,3.84,0.35,7.34,0.17,0.17,3.76,1.06,2.64,3.05,0.43,7.96,0.04,0.04,4.00,2.09,3.43,3.96,0.32,7.32,0.12,0.12,3.72,1.15,NaN,NaN,NaN,NaN,NaN
89.00,-358.47,21927.56,4289833.00,1.06,1.06,2144917.03,33500000000000000000.00,36.00,592.36,17866.78,2862331.00,1.25,1.25,1431166.12,10000000000000000000.00,103.00,415.29,21991.76,4208598.00,-1.42,-1.42,2104298.29,33300000000000000000.00,NaN,NaN,NaN,NaN,NaN,19151.04,12778.26,18788.38,2.68,2.29,0.47,7.84,0.55,0.55,4.19,2.11,1.79,1.18,0.71,7.85,0.04,0.08,3.94,6.47,2.63,2.34,0.54,7.79,0.13,0.13,3.96,3.81,NaN,NaN,NaN,NaN,NaN
47.00,-329.47,17832.12,3435143.00,0.49,0.49,1717571.75,14600000000000000000.00,13.00,-88.21,12866.30,1849857.00,0.10,0.10,924928.55,2460000000000000000.00,54.00,-190.40,17287.57,3368425.00,-2.32,-2.32,1684211.34,13200000000000000000.00,NaN,NaN,NaN,NaN,NaN,15335.46,8258.29,15037.61,2.15,2.07,0.36,6.70,0.03,0.03,3.37,0.88,1.16,0.50,0.53,7.04,0.02,0.03,3.53,1.83,2.11,2.04,0.26,6.67,0.03,0.04,3.35,0.43,NaN,NaN,NaN,NaN,NaN
119.00,585.80,25423.73,5131659.00,1.00,1.00,2565830.00,64900000000000000000.00,100.00,-171.53,24684.45,4553525.00,1.01,1.01,2276763.01,44000000000000000000.00,145.00,-37.99,26380.08,5043695.00,4.28,4.28,2521849.64,63000000000000000000.00,NaN,NaN,NaN,NaN,NaN,22909.19,20328.24,22516.50,3.21,3.17,0.32,6.99,0.15,2.36,3.57,0.81,2.85,3.06,0.47,7.81,0.03,0.03,3.92,2.34,3.15,3.22,0.46,6.99,0.02,0.04,3.50,2.08,NaN,NaN,NaN,NaN,NaN
