FFT Gray Avg,FFT Gray Median,FFT Gray SD,FFT Gray Max,FFT Gray Min,FFT Gray Mode,FFT Gray Midpoint,FFT Red Avg,FFT Red Median,FFT Red SD,FFT Red Max,FFT Red Min,FFT Red Mode,FFT Red Midpoint,FFT Green Avg,FFT Green Median,FFT Green SD,FFT Green Max,FFT Green Min,FFT Green Mode,FFT Green Midpoint,DCT Gray,DCT Red,DCT Green,Wavelet Gray Avg,Wavelet Gray Median,Wavelet Gray SD,Wavelet Gray Max,Wavelet Gray Min,Wavelet Gray Mode,Wavelet Gray Midpoint,Wavelet Red Avg,Wavelet Red Median,Wavelet Red SD,Wavelet Red Max,Wavelet Red Min,Wavelet Red Mode,Wavelet Red Midpoint,Wavelet Green Avg,Wavelet Green Median,Wavelet Green SD,Wavelet Green Max,Wavelet Green Min,Wavelet Green Mode,Wavelet Green Midpoint,Red,Green,Blue,Gray_Average,Gray_Median,Gray_SD,Gray_Max,Gray_Min,Gray_Skewness,Gray_Kurtusis,Gray_IQR,Area_Mean,Area_SD,BoundingBox_Mean,BoundingBox_SD,BoundingBox_Skewness,BoundingBox_Kurtusis,Eccentricity_Mean,Eccentricity_SD,FilledArea_Mean,FilledArea_SD,Area,Entropy,Above_Red,Above_Green,Above_Blue,Below_Red,Below_Green,Below_Blue,Target
125.0,442.74,32930.28,6724092.0,-0.05,-0.05,3362045.97,102.0,-747.68,40403.86,8088567.0,-3.1,-3.1,4044281.95,127.0,20.8,33501.86,6832726.0,2.55,2.55,3416364.28,30018.27,36109.67,30503.24,4.2,4.25,0.55,6.57,0.68,5.93,3.63,5.06,5.14,0.61,7.82,0.7,7.69,4.26,4.27,4.3,0.55,6.65,0.7,0.74,3.67,119.53,136.18,161.21,0.04,0.0,0.06,1.0,0.0,0.32,2.66,0.0,7027.0,0.0,199.75,228.92,0.0,1.0,0.78,0.0,7127.0,0.0,160000.0,0.26,94995.0,65005.0,92138.0,67862.0,90109.0,69891.0,2.0
122.0,948.91,64277.39,22275443.0,0.73,0.73,11137721.87,126.0,-300.29,61651.6,21336916.0,-2.56,-2.56,10668456.72,121.0,-100.33,63905.57,22082822.0,2.05,2.05,11041412.02,60731.44,58172.65,60206.28,5.18,5.71,0.33,7.91,0.0,4.16,3.95,4.96,5.47,0.31,7.87,0.0,0.0,3.94,5.14,5.67,0.33,8.0,0.0,0.0,4.0,171.07,164.15,158.6,0.03,0.0,0.08,1.0,0.0,0.63,3.88,0.0,4737.0,0.0,199.75,228.92,0.0,1.0,0.61,0.0,5154.0,0.0,160000.0,0.19,93250.0,66750.0,91523.0,68477.0,94659.0,65341.0,1.0
169.0,-993.22,27855.31,5875005.0,18.06,18.06,2937511.53,174.0,97.48,26493.66,5630782.0,-2.3,-2.3,2815389.85,170.0,-915.36,27575.65,5813581.0,4.86,4.86,2906792.93,26227.7,25137.42,25953.49,3.67,4.45,0.35,5.79,0.45,0.86,3.12,3.52,3.93,0.28,5.91,0.48,0.48,3.2,3.63,4.39,0.35,5.79,0.45,0.56,3.12,121.34,115.86,112.22,0.07,0.0,0.06,1.0,0.0,0.78,6.09,0.0,10853.0,0.0,199.75,228.92,0.0,1.0,0.57,0.0,11513.0,0.0,160000.0,0.36,103006.0,56994.0,102905.0,57095.0,99401.0,60599.0,2.0
112.0,-60.3,18768.88,3863265.0,2.19,2.19,1931633.6,114.0,325.48,9654.91,1119829.0,-0.36,-0.36,559914.32,114.0,328.84,14808.33,2758778.0,2.49,2.49,1379390.24,17246.72,4999.24,12315.97,2.42,2.52,0.37,7.31,0.15,0.15,3.73,0.7,0.16,0.71,7.68,0.01,0.02,3.84,1.72,1.62,0.35,7.2,0.07,0.07,3.64,141.13,54.99,22.34,0.01,0.0,0.05,1.0,0.0,0.71,4.22,0.0,2399.0,0.0,199.5,223.49,0.0,1.0,0.43,0.0,2483.0,0.0,160000.0,0.11,83501.0,76499.0,79795.0,80205.0,44525.0,115475.0,0.0
71.0,-224.1,104680.67,76585126.0,-1.82,-1.82,38292562.09,37.0,718.85,90352.47,60841596.0,0.96,0.96,30420798.48,78.0,-1177.17,108334.98,79954374.0,2.47,2.47,39977188.23,97545.24,77492.96,101836.59,3.89,3.27,0.49,7.61,0.16,0.27,3.88,3.09,2.36,0.54,7.73,0.13,0.16,3.93,4.06,3.49,0.49,7.63,0.16,0.16,3.9,123.25,129.71,98.7,0.03,0.0,0.07,1.0,0.0,1.75,7.16,0.0,4497.0,0.0,193.75,222.21,0.01,1.01,0.87,0.0,4950.0,0.0,160000.0,0.18,68637.0,91363.0,67615.0,92385.0,69057.0,90943.0,1.0
154.0,253.58,30672.77,6582376.0,-0.37,-0.37,3291187.82,168.0,-416.63,27889.68,5481259.0,4.3,4.3,2740631.65,155.0,798.56,31582.76,6828637.0,3.31,3.31,3414320.16,29385.61,24469.91,30484.99,4.12,4.93,0.44,6.46,1.1,1.1,3.78,3.43,4.02,0.49,5.98,0.12,0.12,3.05,4.27,5.02,0.46,6.68,1.02,1.02,3.85,129.86,136.1,109.25,0.06,0.0,0.06,1.0,0.0,1.05,4.46,0.0,9309.0,0.0,199.75,228.92,0.0,1.0,0.7,0.0,9893.0,0.0,160000.0,0.32,98831.0,61169.0,98987.0,61013.0,84950.0,75050.0,3.0
222.0,-422.07,27431.11,5723685.0,1.14,1.14,2861843.07,243.0,500.49,16169.37,3028704.0,5.22,5.22,1514354.61,223.0,127.63,29080.6,6036947.0,-1.65,-1.65,3018472.68,25552.17,13521.0,26950.66,3.58,3.45,0.34,7.62,0.28,0.28,3.95,1.89,1.4,0.35,7.48,0.2,0.2,3.84,3.77,3.7,0.37,7.98,0.25,0.25,4.11,122.29,120.32,60.37,0.06,0.0,0.06,1.0,0.0,2.37,24.19,0.0,9360.0,0.0,199.75,228.92,0.0,1.0,0.54,0.0,9412.0,0.0,160000.0,0.32,81076.0,78924.0,85176.0,74824.0,59164.0,100836.0,3.0
235.0,-722.12,34144.68,6324359.0,-1.1,-1.1,3162178.95,246.0,-841.78,34552.92,6403722.0,3.43,3.43,3201862.71,236.0,695.07,34184.97,6301936.0,5.98,5.98,3150970.99,28233.75,28588.04,28133.64,3.95,2.98,0.6,7.94,0.17,7.84,4.05,4.0,2.27,0.59,8.0,0.28,7.97,4.14,3.94,2.85,0.61,7.99,0.15,0.15,4.07,126.16,125.6,127.62,0.02,0.0,0.05,1.0,0.0,0.63,2.13,0.0,3785.0,0.0,199.75,220.98,0.0,1.01,0.64,0.0,3983.0,0.0,160000.0,0.16,80215.0,79785.0,75779.0,84221.0,67601.0,92399.0,2.0
170.0,245.7,29589.35,5970747.0,-2.63,-2.63,2985372.19,152.0,224.55,24120.33,4385107.0,0.37,0.37,2192553.69,166.0,28.74,29036.5,5721532.0,-0.71,-0.71,2860765.65,26655.12,19576.37,25542.55,3.73,3.6,0.32,7.34,0.01,0.01,3.68,2.74,2.97,0.29,7.33,0.02,0.02,3.67,3.58,3.42,0.32,7.36,0.01,0.01,3.68,140.84,114.04,87.4,0.08,0.0,0.05,1.0,0.0,0.41,3.78,0.0,12205.0,0.0,199.75,228.92,0.0,1.0,0.63,0.0,13349.0,0.0,160000.0,0.39,88679.0,71321.0,77740.0,82260.0,75826.0,84174.0,0.0
104.0,-43.96,68066.44,29623443.0,3.34,3.34,14811723.17,83.0,-780.32,58977.05,25124322.0,-2.96,-2.96,12562159.52,106.0,-624.05,66835.39,29083883.0,0.84,0.84,14541941.92,65589.33,55627.82,64394.69,4.54,4.96,0.29,7.9,0.25,1.67,4.08,3.85,4.01,0.32,7.93,0.25,0.25,4.09,4.46,4.77,0.29,7.92,0.2,0.2,4.06,158.81,142.58,123.17,0.05,0.0,0.08,1.0,0.0,2.11,22.38,0.0,8265.0,0.0,192.0,219.74,0.01,1.01,0.57,0.0,8693.0,0.0,160000.0,0.29,83096.0,76904.0,76607.0,83393.0,76315.0,83685.0,1.0
118.0,31.03,31846.44,7004323.0,-3.84,-3.84,3502159.58,56.0,503.83,19627.28,3728535.0,-0.48,-0.48,1864267.26,125.0,503.29,32955.87,7282618.0,3.71,3.71,3641310.86,31269.3,16645.25,32511.69,4.38,4.33,0.27,7.33,1.14,1.14,4.23,2.33,2.22,0.4,6.9,0.09,0.09,3.5,4.55,4.59,0.25,7.29,1.09,1.09,4.19,153.57,145.14,74.31,0.06,0.0,0.05,1.0,0.0,3.42,45.56,0.0,9666.0,0.0,199.75,219.88,0.0,1.01,0.5,0.0,10433.0,0.0,160000.0,0.33,75819.0,84181.0,76977.0,83023.0,64389.0,95611.0,3.0
130.0,-825.2,25225.87,5316965.0,2.05,2.05,2658483.53,91.0,-578.24,24016.54,5061489.0,-1.91,-1.91,2530743.54,136.0,-281.96,24923.28,5254009.0,-0.26,-0.26,2627004.37,23736.45,22595.93,23455.4,3.32,3.51,0.18,7.57,0.25,0.25,3.91,3.16,3.29,0.18,7.24,0.21,0.21,3.72,3.29,3.52,0.19,7.63,0.26,0.26,3.94,110.35,104.72,100.88,0.1,0.0,0.04,1.0,0.0,0.2,3.33,0.0,15685.0,0.0,199.75,228.92,0.0,1.0,0.58,0.0,16161.0,0.0,160000.0,0.46,80734.0,79266.0,85758.0,74242.0,85423.0,74577.0,2.0
190.0,1009.19,32297.13,6974195.0,-0.96,-0.96,3487097.02,140.0,-908.3,21451.46,4150578.0,-7.15,-7.15,2075285.43,189.0,-361.89,33526.44,7318847.0,8.03,8.03,3659427.52,31134.8,18529.37,32673.42,4.36,4.25,0.17,6.16,1.14,1.25,3.65,2.6,2.08,0.26,6.69,0.07,0.07,3.38,4.58,4.88,0.13,6.36,1.09,1.09,3.72,147.01,145.87,82.73,0.05,0.0,0.04,1.0,0.0,1.25,5.53,0.0,8598.0,0.0,199.75,203.6,0.0,1.07,0.56,0.0,8698.0,0.0,160000.0,0.3,87420.0,72580.0,95732.0,64268.0,85933.0,74067.0,3.0
157.0,137.62,23904.16,4781477.0,-0.88,-0.88,2390738.06,120.0,326.59,18432.89,3041274.0,-1.64,-1.64,1520636.18,167.0,48.62,24372.06,4717658.0,4.23,4.23,2358831.11,21345.88,13577.12,21060.97,2.99,3.18,0.31,7.51,0.11,0.11,3.81,1.9,1.31,0.5,7.93,0.02,0.02,3.98,2.95,2.67,0.27,7.97,0.02,0.16,3.99,111.04,94.03,60.62,0.03,0.0,0.05,1.0,0.0,0.58,4.14,0.0,5295.0,0.0,199.75,228.92,0.0,1.0,0.45,0.0,5445.0,0.0,160000.0,0.21,65673.0,94327.0,76310.0,83690.0,58825.0,101175.0,0.0
77.0,-600.25,42290.86,11889779.0,7.76,7.76,5944893.38,59.0,1120.37,40045.3,11097592.0,1.19,1.19,5548796.6,84.0,420.07,42397.03,11986161.0,-3.49,-3.49,5993078.76,39934.58,37273.84,40258.3,4.21,4.02,0.34,7.79,0.67,0.67,4.23,3.94,3.77,0.31,7.83,0.55,0.55,4.19,4.25,3.7,0.34,7.79,0.71,0.71,4.25,135.42,135.21,125.19,0.02,0.0,0.08,1.0,0.0,0.94,6.55,0.0,3211.0,0.0,184.75,189.57,0.05,1.07,0.51,0.0,3853.0,0.0,160000.0,0.14,93767.0,66233.0,92931.0,67069.0,93453.0,66547.0,1.0
10.0,-106.15,171767.33,147347986.0,2.16,2.16,73673994.08,8.0,-928.75,157527.89,132446122.0,0.98,0.98,66223061.49,8.0,-669.04,172205.55,147397568.0,-1.99,-1.99,73698783.0,131898.03,118558.68,131942.41,3.7,3.46,0.57,7.99,0.16,0.31,4.08,3.32,2.89,0.55,8.0,0.12,0.19,4.06,3.7,3.38,0.56,8.0,0.11,0.25,4.06,122.56,118.11,106.13,0.01,0.0,0.05,1.0,0.0,0.42,5.63,0.0,2321.0,0.0,197.75,226.63,0.0,1.0,0.46,0.0,2624.0,0.0,160000.0,0.11,77744.0,82256.0,77617.0,82383.0,76063.0,83937.0,1.0
112.0,83.46,31937.49,6736260.0,-0.33,-0.33,3368129.83,32.0,241.88,21711.58,4080926.0,-0.68,-0.68,2040462.66,130.0,32.67,33693.03,7158783.0,1.08,1.08,3579392.04,30072.59,18218.42,31958.85,4.21,3.84,0.26,7.58,1.07,1.07,4.33,2.55,1.93,0.3,7.75,0.03,0.03,3.89,4.48,4.18,0.18,7.77,1.07,2.08,4.42,137.89,142.67,81.34,0.04,0.0,0.04,1.0,0.0,1.27,12.32,0.0,6974.0,0.0,199.75,228.92,0.0,1.0,0.31,0.0,7011.0,0.0,160000.0,0.26,78226.0,81774.0,76340.0,83660.0,61138.0,98862.0,3.0
210.0,1457.48,33250.84,6991190.0,0.79,0.79,3495595.39,201.0,1496.7,31836.01,6640399.0,2.13,2.13,3320200.56,210.0,1408.46,33398.47,7027213.0,-2.44,-2.44,3513605.28,31210.67,29644.64,31371.49,4.37,4.76,0.34,7.17,0.31,0.31,3.74,4.15,4.42,0.26,7.28,0.34,0.34,3.81,4.39,4.78,0.35,7.19,0.31,0.35,3.75,140.59,140.05,132.35,0.14,0.0,0.04,1.0,0.0,0.8,5.44,0.0,21742.0,0.0,199.75,228.92,0.0,1.0,0.34,0.0,23499.0,0.0,160000.0,0.57,93382.0,66618.0,92512.0,67488.0,85406.0,74594.0,2.0
177.0,-800.15,35210.85,7327606.0,7.53,7.53,3663806.77,120.0,-836.89,24974.92,5227246.0,-0.5,-0.5,2613622.75,171.0,758.99,34957.91,7282429.0,5.28,5.28,3641217.14,32712.53,23335.92,32510.84,4.58,5.55,0.41,6.84,0.64,0.64,3.74,3.27,3.78,0.27,5.05,0.37,0.37,2.71,4.55,5.56,0.4,6.79,0.69,0.69,3.74,163.78,145.14,104.18,0.03,0.0,0.06,1.0,0.0,2.39,11.51,0.0,5167.0,0.0,199.75,205.6,0.0,1.06,0.76,0.0,5226.0,0.0,160000.0,0.21,106054.0,53946.0,108276.0,51724.0,105299.0,54701.0,2.0
54.0,171.95,24982.57,5159872.0,-0.33,-0.33,2579935.84,43.0,-292.84,23440.66,4590854.0,-0.05,-0.05,2295426.98,56.0,-385.23,25096.36,5090192.0,1.06,1.06,2545096.53,23035.14,20494.88,22724.07,3.23,3.1,0.42,7.41,0.35,0.35,3.88,2.87,2.59,0.4,7.93,0.12,0.12,4.03,3.18,2.98,0.39,7.42,0.35,0.35,3.88,109.86,101.45,91.49,0.06,0.0,0.03,1.0,0.0,0.5,7.47,0.0,9684.0,0.0,199.75,228.92,0.0,1.0,0.49,0.0,11161.0,0.0,160000.0,0.33,79861.0,80139.0,81963.0,78037.0,74614.0,85386.0,0.0
92.0,-887.11,59151.13,23082730.0,5.3,5.3,11541367.65,44.0,1396.9,57411.43,20331254.0,-2.28,-2.28,10165625.86,91.0,-1462.52,58976.72,22876012.0,-1.14,-1.14,11438005.43,52313.55,46077.75,51845.06,3.72,4.38,0.33,8.0,0.03,8.0,4.02,3.27,4.19,0.56,8.0,0.01,8.0,4.01,3.69,4.34,0.32,8.0,0.03,8.0,4.01,126.09,117.5,104.43,0.02,0.0,0.07,1.0,0.0,0.2,3.79,0.0,3135.0,0.0,193.5,200.43,-0.02,1.03,0.64,0.0,3966.0,0.0,160000.0,0.14,79825.0,80175.0,81188.0,78812.0,82214.0,77786.0,1.0
174.0,184.89,32092.55,6938745.0,-3.31,-3.31,3469370.85,151.0,-128.36,30603.85,6596899.0,6.46,6.46,3298452.73,176.0,511.96,32147.11,6945150.0,3.14,3.14,3472576.57,30976.54,29450.44,31005.13,4.34,4.4,0.37,7.64,0.43,0.43,4.04,4.12,4.23,0.43,7.76,0.46,0.46,4.11,4.34,4.4,0.37,7.67,0.45,0.45,4.06,140.71,138.42,131.48,0.02,0.0,0.08,1.0,0.0,1.55,5.97,0.0,2618.0,0.0,199.75,109.92,0.0,1.12,0.81,0.0,2618.0,0.0,160000.0,0.12,87515.0,72485.0,87008.0,72992.0,90706.0,69294.0,2.0
173.0,-198.15,32184.69,6819888.0,-7.08,-7.08,3409940.46,154.0,141.48,25380.29,5434722.0,-7.09,-7.09,2717357.45,177.0,-714.71,34053.13,7192823.0,2.55,2.55,3596412.78,30445.93,24262.15,32110.82,4.26,4.71,0.36,7.11,0.83,0.83,3.97,3.4,3.35,0.23,6.87,0.78,0.93,3.83,4.5,5.11,0.39,7.45,0.9,0.9,4.18,131.84,143.35,108.31,0.09,0.0,0.05,1.0,0.0,0.31,4.41,0.0,14156.0,0.0,199.75,228.92,0.0,1.0,0.44,0.0,14470.0,0.0,160000.0,0.43,94684.0,65316.0,93636.0,66364.0,78079.0,81921.0,2.0
88.0,-891.57,21016.36,4067645.0,-1.05,-1.05,2033821.98,40.0,-673.57,19328.02,3519736.0,-2.66,-2.66,1759866.67,100.0,-920.7,21449.85,4209831.0,12.94,12.94,2104921.97,18159.13,15713.11,18793.89,2.54,2.08,0.31,7.04,0.39,0.39,3.71,2.2,1.58,0.36,7.08,0.34,0.34,3.71,2.63,2.23,0.29,6.98,0.4,0.4,3.69,79.66,83.9,70.15,0.06,0.0,0.05,1.0,0.0,4.35,45.65,0.0,8964.0,0.0,199.75,228.92,0.0,1.0,0.64,0.0,9334.0,0.0,160000.0,0.31,61393.0,98607.0,65505.0,94495.0,59202.0,100798.0,2.0
37.0,-135.03,19804.53,4094824.0,-1.12,-1.12,2047411.44,14.0,-201.54,12127.38,2333569.0,2.04,2.04,1166785.52,42.0,401.99,20452.27,4025299.0,4.25,4.25,2012651.63,18280.46,10417.72,17970.08,2.56,2.24,0.33,6.79,0.52,0.52,3.66,1.46,1.24,0.28,4.85,0.07,0.09,2.46,2.52,2.16,0.44,7.27,0.17,0.17,3.72,97.72,80.22,46.51,0.08,0.0,0.05,1.0,0.0,1.14,6.74,0.0,12891.0,0.0,199.75,228.92,0.0,1.0,0.5,0.0,13630.0,0.0,160000.0,0.4,75152.0,84848.0,73283.0,86717.0,62172.0,97828.0,0.0
94.0,409.5,57120.94,18076640.0,4.76,4.76,9038322.38,55.0,1167.22,56744.46,17101660.0,-2.13,-2.13,8550828.94,111.0,996.44,58681.55,18779856.0,2.98,2.98,9389929.49,51770.25,48977.97,53784.21,4.65,5.95,0.39,7.52,1.13,1.13,4.32,4.39,6.1,0.65,7.9,0.01,0.01,3.95,4.83,6.2,0.35,7.58,1.14,1.14,4.36,140.05,154.04,140.28,0.03,0.0,0.05,1.0,0.0,1.68,30.62,0.0,4357.0,0.0,199.75,225.48,0.0,1.0,0.67,0.0,4538.0,0.0,160000.0,0.18,85626.0,74374.0,86424.0,73576.0,79926.0,80074.0,1.0
33.0,-1210.89,17469.06,3346513.0,-1.98,-1.98,1673255.51,31.0,-890.5,15434.62,2878896.0,-1.44,-1.44,1439447.28,30.0,800.22,16701.73,3149402.0,4.99,4.99,1574703.5,14939.79,12852.21,14059.83,2.09,1.79,0.48,7.96,0.13,0.13,4.05,1.8,1.34,0.51,7.95,0.13,0.13,4.04,1.97,1.65,0.49,7.97,0.13,0.13,4.05,77.97,62.77,57.37,0.1,0.0,0.07,1.0,0.0,1.3,7.21,0.0,16278.0,0.0,199.75,228.92,0.0,1.0,0.47,0.0,17603.0,0.0,160000.0,0.47,61428.0,98572.0,59526.0,100474.0,58321.0,101679.0,0.0
26.0,1046.31,84548.13,52637861.0,-13.67,-13.67,26318923.66,7.0,-1672.69,76177.16,37994576.0,3.74,3.74,18997289.87,39.0,-1867.02,90300.21,59937341.0,-6.12,-6.12,29968667.44,71871.03,51877.28,81837.64,3.08,2.61,0.7,7.83,0.11,1.25,3.97,2.22,0.27,0.91,7.93,0.06,0.13,4.0,3.5,3.5,0.61,7.83,0.11,1.04,3.97,81.89,111.74,70.83,0.02,0.0,0.08,1.0,0.0,0.5,1.65,0.0,2743.0,0.0,195.25,156.69,0.01,1.03,0.53,0.0,3099.0,0.0,160000.0,0.13,71019.0,88981.0,70837.0,89163.0,66650.0,93350.0,1.0
125.0,-737.7,438900.21,1279773040.0,-1.32,-1.32,639886519.3,153.0,155.17,384003.74,1048394561.0,2.39,2.39,524197281.7,126.0,2807.74,445898.97,1295228615.0,0.4,0.4,647614307.7,409140.21,335169.09,414081.32,4.1,3.81,0.41,7.13,0.0,3.87,3.56,3.36,3.1,0.58,7.54,0.0,0.02,3.77,4.15,3.78,0.41,7.29,0.0,3.55,3.65,136.63,132.38,107.16,0.02,0.0,0.06,1.0,0.0,0.68,5.7,0.0,3310.0,0.0,198.75,216.05,0.0,1.02,0.65,0.0,3772.0,0.0,160000.0,0.15,58735.0,101265.0,57880.0,102120.0,53617.0,106383.0,1.0
185.0,-917.33,32636.56,6907464.0,1.34,1.34,3453732.67,210.0,827.23,36716.58,7705339.0,9.51,9.51,3852674.26,192.0,461.27,33664.95,7114331.0,2.81,2.81,3557166.91,30836.89,34398.83,31760.41,4.32,5.31,0.64,7.2,0.47,0.47,3.83,4.82,6.09,0.76,7.0,0.46,0.46,3.73,4.45,5.48,0.67,7.19,0.51,0.51,3.85,123.71,141.79,153.57,0.05,0.0,0.12,1.0,0.0,1.66,8.9,0.0,8391.0,0.0,191.25,193.63,0.03,1.04,0.8,0.0,9042.0,0.0,160000.0,0.3,105896.0,54104.0,103572.0,56428.0,101533.0,58467.0,2.0
85.0,15.65,27337.47,5816456.0,-0.83,-0.83,2908227.59,92.0,-34.92,23389.33,4646123.0,-1.72,-1.72,2323060.64,89.0,-11.06,29999.18,6351485.0,-1.51,-1.51,3175741.74,25966.32,20741.62,28354.84,3.64,3.75,0.19,7.11,0.41,0.41,3.76,2.9,2.4,0.55,7.97,0.34,0.34,4.16,3.97,4.23,0.23,7.74,0.41,0.41,4.07,103.9,126.59,92.6,0.05,0.0,0.04,1.0,0.0,0.88,6.47,0.0,7726.0,0.0,199.75,228.92,0.0,1.0,0.52,0.0,10916.0,0.0,160000.0,0.28,81081.0,78919.0,87036.0,72964.0,73283.0,86717.0,3.0
182.0,-42.72,29479.02,5730357.0,-0.87,-0.87,2865178.06,178.0,89.36,29202.78,5668183.0,-11.57,-11.57,2834085.71,176.0,545.42,28785.22,5620467.0,-0.18,-0.18,2810233.41,25581.95,25304.39,25091.37,3.58,2.08,0.5,6.59,0.55,0.61,3.57,3.54,2.16,0.51,6.59,0.46,0.46,3.52,3.51,2.1,0.5,6.46,0.51,0.51,3.48,118.93,112.02,112.97,0.02,0.0,0.05,1.0,0.0,0.29,3.2,0.0,2802.0,0.0,199.75,208.65,0.0,1.04,0.76,0.0,2802.0,0.0,160000.0,0.13,74024.0,85976.0,75463.0,84537.0,76166.0,83834.0,2.0
31.0,-2161.79,150132.36,122028160.0,2.44,2.44,61014081.22,3.0,238.58,134789.21,98458031.0,0.53,0.53,49229015.76,35.0,-2051.46,150727.1,123641886.0,-2.7,-2.7,61820941.65,110601.38,89238.37,112063.99,3.14,2.68,0.76,7.97,0.0,0.0,3.99,2.53,1.31,1.02,8.0,0.0,0.0,4.0,3.18,2.68,0.75,7.99,0.0,0.0,3.99,105.04,101.57,80.88,0.03,0.0,0.08,1.0,0.0,2.57,28.31,0.0,5161.0,0.0,199.75,194.82,0.0,1.13,0.75,0.0,5381.0,0.0,160000.0,0.21,71779.0,88221.0,67527.0,92473.0,64299.0,95701.0,1.0
47.0,-329.47,17832.12,3435143.0,0.49,0.49,1717571.75,13.0,-88.21,12866.3,1849857.0,0.1,0.1,924928.55,54.0,-190.4,17287.57,3368425.0,-2.32,-2.32,1684211.34,15335.46,8258.29,15037.61,2.15,2.07,0.36,6.7,0.03,0.03,3.37,1.16,0.5,0.53,7.04,0.02,0.03,3.53,2.11,2.04,0.26,6.67,0.03,0.04,3.35,83.19,67.13,36.88,0.03,0.0,0.05,1.0,0.0,1.69,11.69,0.0,5207.0,0.0,199.75,222.1,0.0,1.0,0.57,0.0,5571.0,0.0,160000.0,0.21,61143.0,98857.0,74398.0,85602.0,53366.0,106634.0,0.0
63.0,-207.24,24176.87,5124496.0,-1.25,-1.25,2562247.37,49.0,390.32,9684.82,2081097.0,0.86,0.86,1040548.93,67.0,170.09,19390.01,4213226.0,-2.85,-2.85,2106611.57,22877.21,9290.61,18809.04,3.2,3.74,0.28,5.25,1.18,1.18,3.21,1.3,1.25,0.14,3.25,0.42,0.42,1.84,2.63,2.71,0.13,4.61,1.02,1.02,2.82,160.91,83.97,41.48,0.01,0.0,0.05,1.0,0.0,0.33,2.48,0.0,1708.0,0.0,199.75,210.45,0.0,1.0,0.83,0.0,2111.0,0.0,160000.0,0.09,85432.0,74568.0,76916.0,83084.0,61780.0,98220.0,0.0
98.0,-1168.78,25113.67,5083829.0,-4.33,-4.33,2541912.34,96.0,-1136.93,24704.27,4965026.0,2.89,2.89,2482514.45,98.0,1475.74,25070.43,5075707.0,16.62,16.62,2537861.81,22695.67,22165.29,22659.41,3.18,3.32,0.33,7.86,0.34,0.34,4.1,3.1,3.22,0.33,7.86,0.34,0.34,4.1,3.17,3.33,0.33,7.86,0.38,0.38,4.12,102.56,101.16,98.96,0.07,0.0,0.06,1.0,0.0,1.06,5.12,0.0,11329.0,0.0,199.75,227.19,0.0,1.0,0.7,0.0,12622.0,0.0,160000.0,0.37,85212.0,74788.0,86177.0,73823.0,84344.0,75656.0,2.0
37.0,984.77,28541.38,5963346.0,-7.85,-7.85,2981669.07,2.0,-1181.89,18110.78,3167114.0,5.31,5.31,1583559.66,42.0,979.11,30647.68,6297703.0,1.43,1.43,3148852.22,26622.08,14138.9,28114.75,3.73,3.32,0.39,7.88,0.27,0.27,4.07,1.98,1.57,0.76,8.0,0.07,0.07,4.03,3.94,3.4,0.46,8.0,0.29,0.29,4.15,126.99,125.51,63.13,0.08,0.0,0.06,1.0,0.0,1.53,7.62,0.0,13380.0,0.0,199.75,228.92,0.0,1.0,0.8,0.0,15241.0,0.0,160000.0,0.41,71289.0,88711.0,60863.0,99137.0,48567.0,111433.0,3.0
97.0,469.35,16511.58,3390896.0,-4.29,-4.29,1695445.85,85.0,403.34,13068.47,2518966.0,-0.6,-0.6,1259482.7,101.0,455.66,15791.05,3265703.0,-1.56,-1.56,1632850.72,15137.93,11245.38,14579.03,2.12,2.03,0.29,4.72,0.16,0.19,2.44,1.57,1.62,0.22,4.79,0.03,0.03,2.41,2.04,2.07,0.24,4.63,0.17,0.17,2.4,79.13,65.09,50.21,0.04,0.0,0.05,1.0,0.0,2.95,37.47,0.0,6932.0,0.0,199.75,228.92,0.0,1.0,0.71,0.0,6950.0,0.0,160000.0,0.26,59797.0,100203.0,83087.0,76913.0,80778.0,79222.0,0.0
21.0,-2019.32,130553.04,98551862.0,-1.01,-1.01,49275930.5,0.0,-2758.46,131218.81,94478726.0,0.47,0.47,47239363.24,25.0,-1268.43,131349.91,100665375.0,1.19,1.19,50332688.1,109896.57,105354.56,112253.38,3.83,5.47,0.59,7.82,0.28,0.47,4.05,3.67,5.49,0.7,7.95,0.0,0.03,3.97,3.91,5.47,0.55,7.82,0.27,0.53,4.05,119.42,125.18,117.48,0.02,0.0,0.08,1.0,0.0,0.73,2.92,0.0,3625.0,0.0,199.75,205.14,0.0,1.02,0.65,0.0,3974.0,0.0,160000.0,0.16,88471.0,71529.0,88292.0,71708.0,89670.0,70330.0,1.0
146.0,-1325.55,30144.61,6450507.0,3.56,3.56,3225255.28,88.0,1178.74,22682.76,4869825.0,6.64,6.64,2434915.82,159.0,86.53,32525.13,6907876.0,0.7,0.7,3453938.35,28796.91,21740.29,30838.73,4.03,4.4,0.32,7.88,0.53,1.05,4.21,3.04,2.96,0.31,7.88,0.46,0.88,4.17,4.32,4.9,0.35,7.88,0.57,0.62,4.22,122.72,137.67,97.06,0.06,0.0,0.05,1.0,0.0,1.83,12.24,0.0,9414.0,0.0,199.75,228.92,0.0,1.0,0.73,0.0,10057.0,0.0,160000.0,0.32,103316.0,56684.0,97763.0,62237.0,75840.0,84160.0,2.0
