FFT Gray Avg,FFT Gray Median,FFT Gray SD,FFT Gray Max,FFT Gray Min,FFT Gray Mode,FFT Gray Midpoint,FFT Red Avg,FFT Red Median,FFT Red SD,FFT Red Max,FFT Red Min,FFT Red Mode,FFT Red Midpoint,FFT Green Avg,FFT Green Median,FFT Green SD,FFT Green Max,FFT Green Min,FFT Green Mode,FFT Green Midpoint,DCT Gray,DCT Red,DCT Green,Wavelet Gray Avg,Wavelet Gray Median,Wavelet Gray SD,Wavelet Gray Max,Wavelet Gray Min,Wavelet Gray Mode,Wavelet Gray Midpoint,Wavelet Red Avg,Wavelet Red Median,Wavelet Red SD,Wavelet Red Max,Wavelet Red Min,Wavelet Red Mode,Wavelet Red Midpoint,Wavelet Green Avg,Wavelet Green Median,Wavelet Green SD,Wavelet Green Max,Wavelet Green Min,Wavelet Green Mode,Wavelet Green Midpoint,Red,Green,Blue,Gray_Average,Gray_Median,Gray_SD,Gray_Max,Gray_Min,Gray_Skewness,Gray_Kurtusis,Gray_IQR,Area_Mean,Area_SD,BoundingBox_Mean,BoundingBox_SD,BoundingBox_Skewness,BoundingBox_Kurtusis,Eccentricity_Mean,Eccentricity_SD,FilledArea_Mean,FilledArea_SD,Area,Entropy,Above_Red,Above_Green,Above_Blue,Below_Red,Below_Green,Below_Blue,Target
166.0,719.95,39411.41,8376091.0,-4.08,-4.08,4188043.46,108.0,-52.23,31084.25,6572206.0,-4.64,-4.64,3286100.68,169.0,848.42,39112.37,8293465.0,-3.16,-3.16,4146730.92,37393.26,29340.21,37024.4,5.24,6.1,0.54,7.63,0.44,0.44,4.03,4.11,4.24,0.41,7.97,0.62,0.62,4.29,5.19,5.98,0.51,7.99,0.42,0.42,4.21,183.89,165.29,130.98,0.03,0.0,0.07,1.0,0.0,0.64,4.27,0.0,5231.0,0.0,193.5,221.94,0.01,1.01,0.82,0.0,6180.0,0.0,160000.0,0.21,108547.0,51453.0,111206.0,48794.0,103450.0,56550.0,2.0
121.0,349.28,25904.44,5717824.0,-1.31,-1.31,2858911.35,107.0,-41.16,25339.73,5610580.0,1.76,1.76,2805290.88,122.0,683.45,25676.75,5667359.0,2.87,2.87,2833680.93,25526.0,25047.23,25300.71,3.58,3.47,0.26,5.72,1.0,1.0,3.36,3.51,3.49,0.23,5.61,1.0,1.0,3.31,3.54,3.4,0.25,5.7,1.03,1.03,3.36,116.77,112.95,111.82,0.07,0.0,0.06,1.0,0.0,1.69,11.97,0.0,10780.0,0.0,199.75,228.92,0.0,1.0,0.49,0.0,11591.0,0.0,160000.0,0.36,83998.0,76002.0,81998.0,78002.0,84587.0,75413.0,2.0
49.0,-3128.14,82851.94,49113651.0,0.29,0.29,24556825.65,33.0,-1055.85,77716.88,41407736.0,-3.81,-3.81,20703866.09,51.0,-1818.04,84233.99,50475509.0,-1.13,-1.13,25237753.93,68878.83,58071.77,70788.75,3.02,2.15,0.52,7.93,0.06,0.38,4.0,2.55,1.42,0.65,7.97,0.07,1.06,4.02,3.11,2.25,0.51,7.93,0.05,0.26,3.99,97.11,99.28,81.45,0.08,0.0,0.05,1.0,0.0,0.25,5.22,0.0,12874.0,0.0,199.75,228.92,0.0,1.0,0.48,0.0,14427.0,0.0,160000.0,0.4,52538.0,107462.0,50641.0,109359.0,45690.0,114310.0,1.0
5.0,222.71,88906.21,44425176.0,-2.38,-2.38,22212586.81,5.0,773.48,85156.57,41686028.0,-1.64,-1.64,20843013.18,5.0,92.95,88397.7,44047871.0,-2.24,-2.24,22023934.38,72642.93,68163.94,72025.97,3.72,5.26,0.61,8.0,0.0,0.0,4.0,3.49,4.78,0.64,7.98,0.0,0.0,3.99,3.69,5.12,0.61,8.0,0.0,0.04,4.0,123.54,117.77,111.46,0.02,0.0,0.05,1.0,0.0,0.61,4.49,0.0,2517.0,0.0,189.5,207.62,0.0,1.01,0.79,0.0,3073.0,0.0,160000.0,0.12,86751.0,73249.0,83673.0,76327.0,80968.0,79032.0,1.0
109.0,-170.38,37737.22,10905558.0,6.58,6.58,5452782.29,104.0,424.16,34172.94,9389659.0,2.64,2.64,4694830.82,119.0,358.35,38570.37,11226728.0,8.13,8.13,5613368.06,35876.65,30889.71,36933.22,3.7,3.76,0.25,6.84,0.35,1.53,3.6,3.19,3.16,0.41,7.32,0.08,0.08,3.7,3.81,3.75,0.24,6.82,0.45,0.45,3.64,117.49,121.5,101.62,0.02,0.0,0.05,1.0,0.0,2.11,21.7,0.0,3899.0,0.0,199.75,219.11,0.0,1.0,0.26,0.0,3976.0,0.0,160000.0,0.17,92043.0,67957.0,77247.0,82753.0,77613.0,82387.0,1.0
50.0,4315.21,74978.48,39092313.0,4.2,4.2,19546158.6,39.0,-1300.38,65238.21,32790180.0,11.0,11.0,16395095.5,53.0,3271.45,76863.64,40127899.0,2.98,2.98,20063950.99,60945.0,51119.96,62559.49,2.98,2.18,0.37,7.9,0.06,0.09,3.98,2.5,1.76,0.58,7.97,0.06,0.16,4.02,3.06,2.27,0.36,7.9,0.0,0.03,3.95,95.91,97.53,79.7,0.03,0.0,0.06,1.0,0.0,0.79,4.44,0.0,5486.0,0.0,199.75,219.88,0.0,1.01,0.69,0.0,5714.0,0.0,160000.0,0.22,61397.0,98603.0,67459.0,92541.0,63137.0,96863.0,1.0
132.0,-493.27,22372.79,4601513.0,1.39,1.39,2300757.19,151.0,-591.78,17230.49,3161986.0,2.71,2.71,1580994.36,137.0,530.39,24022.01,4959925.0,1.38,1.38,2479963.19,20542.47,14116.01,22142.52,2.88,2.86,0.31,6.9,0.56,0.56,3.73,1.98,1.56,0.39,7.17,0.04,0.04,3.6,3.1,3.09,0.31,7.11,0.54,0.54,3.82,88.64,98.85,63.02,0.05,0.0,0.05,1.0,0.0,0.33,3.92,0.0,8248.0,0.0,199.75,228.92,0.0,1.0,0.37,0.0,8272.0,0.0,160000.0,0.29,70596.0,89404.0,72431.0,87569.0,65401.0,94599.0,3.0
80.0,-1510.37,151167.14,135372327.0,1.97,1.97,67686164.48,25.0,-283.11,138447.33,110085436.0,0.67,0.67,55042718.34,106.0,1130.55,158756.13,146009949.0,2.59,2.59,73004975.79,139176.88,113179.32,150113.47,4.49,5.02,0.43,7.94,0.13,2.15,4.03,3.65,4.71,0.56,8.0,0.01,0.62,4.0,4.84,5.19,0.4,8.0,0.19,0.19,4.09,131.21,154.33,116.36,0.02,0.0,0.05,1.0,0.0,2.16,12.84,0.0,3113.0,0.0,199.75,196.62,0.0,1.0,0.49,0.0,3440.0,0.0,160000.0,0.14,84393.0,75607.0,79853.0,80147.0,81561.0,78439.0,1.0
52.0,1098.0,73203.74,36249023.0,3.01,3.01,18124513.0,73.0,-1775.85,62689.81,23569254.0,0.27,0.27,11784627.14,52.0,4.09,71428.22,35424790.0,11.17,11.17,17712400.58,67247.85,43724.81,65718.76,3.9,3.53,0.3,7.75,0.35,0.35,4.05,2.53,0.66,0.59,7.84,0.0,0.02,3.92,3.82,3.57,0.3,7.74,0.37,0.42,4.05,146.98,121.92,81.14,0.04,0.0,0.06,1.0,0.0,1.47,6.37,0.0,5805.0,0.0,198.25,224.89,0.0,1.0,0.76,0.0,5960.0,0.0,160000.0,0.22,75760.0,84240.0,68782.0,91218.0,67391.0,92609.0,1.0
176.0,-1079.68,35785.19,7501382.0,4.54,4.54,3750693.27,171.0,436.6,34206.29,7191118.0,-1.0,-1.0,3595558.5,177.0,531.99,35917.52,7534208.0,-1.14,-1.14,3767103.43,33488.31,32103.21,33634.86,4.69,4.85,0.1,7.96,0.24,0.24,4.1,4.5,4.59,0.11,7.96,0.29,0.29,4.13,4.71,4.84,0.11,7.96,0.23,1.29,4.1,150.54,150.15,143.32,0.12,0.0,0.03,1.0,0.0,0.69,5.62,0.0,19418.0,0.0,199.75,228.92,0.0,1.0,0.56,0.0,20867.0,0.0,160000.0,0.53,80354.0,79646.0,79417.0,80583.0,77830.0,82170.0,2.0
145.0,1076.8,22800.83,4623432.0,1.66,1.66,2311716.83,133.0,-964.81,15359.5,3088412.0,-0.56,-0.56,1544205.72,144.0,951.45,24352.46,4836735.0,-1.38,-1.38,2418366.81,20640.32,13787.55,21592.57,2.89,2.57,0.33,6.7,0.35,0.35,3.53,1.93,1.64,0.28,5.81,0.16,0.16,2.99,3.02,2.69,0.43,7.35,0.32,0.32,3.83,95.47,96.4,61.56,0.08,0.0,0.05,1.0,0.0,-0.02,3.12,0.0,12917.0,0.0,199.75,228.92,0.0,1.0,0.65,0.0,13906.0,0.0,160000.0,0.4,64448.0,95552.0,68520.0,91480.0,56020.0,103980.0,3.0
118.0,214.72,22521.05,4706224.0,-7.0,-7.0,2353108.5,60.0,-182.49,18598.91,3594099.0,1.38,1.38,1797050.19,131.0,266.63,22534.41,4627796.0,3.16,3.16,2313899.58,21009.93,16045.08,20659.8,2.94,3.24,0.26,5.92,0.32,0.38,3.12,2.25,2.19,0.35,6.09,0.13,0.13,3.11,2.89,3.13,0.34,5.82,0.3,0.3,3.06,105.32,92.23,71.63,0.07,0.0,0.07,1.0,0.0,0.39,10.56,0.0,10723.0,0.0,199.75,228.92,0.0,1.0,0.53,0.0,10934.0,0.0,160000.0,0.35,83126.0,76874.0,86640.0,73360.0,76079.0,83921.0,0.0
48.0,763.87,18438.22,3782437.0,1.87,1.87,1891219.44,20.0,781.55,12499.43,2215826.0,-5.27,-5.27,1107910.37,54.0,302.94,19125.01,3921719.0,7.72,7.72,1960863.36,16885.88,9892.08,17507.67,2.36,2.42,0.31,7.2,0.42,0.42,3.81,1.39,1.04,0.5,7.35,0.12,0.18,3.74,2.45,2.39,0.31,7.34,0.36,0.36,3.85,81.85,78.16,44.17,0.07,0.0,0.05,1.0,0.0,0.22,3.76,0.0,11143.0,0.0,199.75,228.92,0.0,1.0,0.54,0.0,11907.0,0.0,160000.0,0.36,62382.0,97618.0,70911.0,89089.0,50653.0,109347.0,0.0
131.0,-193.39,147516.78,138586385.0,-0.61,-0.61,69293192.19,58.0,-361.82,120111.52,106027186.0,-1.52,-1.52,53013592.24,148.0,-804.23,153921.4,145267195.0,0.03,0.03,72633597.52,143681.12,109924.98,150607.54,4.67,4.75,0.43,7.74,0.01,4.93,3.88,3.57,2.61,0.35,7.91,0.07,2.54,3.99,4.9,5.08,0.48,7.76,0.01,5.49,3.88,148.33,156.15,113.97,0.02,0.0,0.04,1.0,0.0,0.3,4.11,0.0,3107.0,0.0,198.0,206.45,-0.01,1.04,0.65,0.0,3607.0,0.0,160000.0,0.14,85731.0,74269.0,97342.0,62658.0,76420.0,83580.0,1.0
249.0,-522.9,29935.27,5898819.0,0.1,0.1,2949409.55,251.0,569.12,20034.37,2884879.0,3.05,3.05,1442441.03,249.0,87.83,29678.34,5505956.0,4.89,4.89,2752980.44,26334.01,12878.92,24580.16,3.69,3.07,0.52,7.92,0.27,0.27,4.09,1.8,0.19,0.72,7.91,0.02,0.07,3.96,3.44,2.33,0.58,7.97,0.04,0.04,4.0,155.87,109.73,57.52,0.02,0.0,0.05,1.0,0.0,0.49,3.1,0.0,2621.0,0.0,194.75,222.11,0.0,1.0,0.55,0.0,2649.0,0.0,160000.0,0.12,87854.0,72146.0,70450.0,89550.0,55496.0,104504.0,0.0
37.0,-131.98,25289.28,5212404.0,-1.48,-1.48,2606201.26,21.0,-302.65,23706.04,4705177.0,0.61,0.61,2352588.8,37.0,144.95,24900.03,5076311.0,-1.83,-1.83,2538154.58,23269.66,21005.25,22662.1,3.26,3.04,0.31,6.9,0.38,0.38,3.64,2.94,2.47,0.35,6.74,0.33,0.9,3.54,3.17,2.78,0.32,6.95,0.36,0.36,3.66,113.03,101.17,93.78,0.04,0.0,0.05,1.0,0.0,1.51,10.58,0.0,6096.0,0.0,199.75,228.92,0.0,1.0,0.75,0.0,6372.0,0.0,160000.0,0.23,71914.0,88086.0,71459.0,88541.0,73674.0,86326.0,0.0
36.0,1273.51,86200.62,52900867.0,0.17,0.17,26450433.58,25.0,-2941.74,85782.02,51140308.0,0.49,0.49,25570154.24,37.0,2982.56,86400.72,53392211.0,1.37,1.37,26696106.18,71105.63,68739.21,71766.06,2.98,3.23,0.52,7.67,0.31,0.39,3.99,2.88,2.93,0.54,8.0,0.19,0.38,4.09,3.01,3.29,0.51,7.7,0.35,0.45,4.03,94.98,96.46,92.39,0.02,0.0,0.06,1.0,0.0,1.46,10.4,0.0,3829.0,0.0,195.5,224.12,0.0,1.0,0.81,0.0,4110.0,0.0,160000.0,0.16,80146.0,79854.0,78907.0,81093.0,76040.0,83960.0,1.0
41.0,-2428.05,70139.18,40112205.0,-1.74,-1.74,20056101.63,23.0,-2754.35,71229.21,37559890.0,1.46,1.46,18779945.73,42.0,-2273.65,71439.46,41344861.0,-6.07,-6.07,20672427.46,56106.47,52536.45,57830.64,2.45,2.06,0.35,7.98,0.17,0.32,4.07,2.29,1.75,0.43,7.98,0.0,0.02,3.99,2.52,2.16,0.34,7.99,0.15,0.49,4.07,75.63,80.89,73.48,0.02,0.0,0.04,1.0,0.0,0.44,7.43,0.0,2657.0,0.0,199.75,228.92,0.0,1.0,0.8,0.0,2767.0,0.0,160000.0,0.12,65758.0,94242.0,67326.0,92674.0,58941.0,101059.0,1.0
136.0,-163.95,26831.03,5614603.0,2.25,2.25,2807302.63,196.0,668.44,36625.25,7546930.0,0.72,0.72,3773465.36,146.0,-181.17,28511.87,5946852.0,6.72,6.72,2973429.36,25065.19,33691.65,26548.45,3.51,4.33,0.53,5.1,0.24,0.24,2.67,4.72,5.87,0.72,6.52,0.31,0.31,3.42,3.72,4.58,0.56,5.24,0.25,0.25,2.75,84.11,118.52,150.41,0.04,0.0,0.07,1.0,0.0,1.18,9.92,0.0,6537.0,0.0,199.75,184.55,0.0,1.05,0.83,0.0,6635.0,0.0,160000.0,0.25,116932.0,43068.0,111629.0,48371.0,104175.0,55825.0,2.0
168.0,35.77,24938.82,5372341.0,-1.41,-1.41,2686169.79,150.0,-530.08,19738.32,4123310.0,7.32,7.32,2061658.66,160.0,-29.21,26110.29,5597709.0,0.46,0.46,2798854.73,23983.67,18407.63,24989.77,3.36,3.4,0.22,7.0,0.96,1.16,3.98,2.58,2.4,0.22,7.02,0.29,0.29,3.65,3.5,3.56,0.26,7.02,0.83,0.83,3.93,107.7,111.56,82.18,0.06,0.0,0.05,1.0,0.0,1.34,7.23,0.0,10036.0,0.0,199.75,228.92,0.0,1.0,0.34,0.0,10203.0,0.0,160000.0,0.34,74939.0,85061.0,81391.0,78609.0,76137.0,83863.0,3.0
68.0,709.94,76987.83,36826054.0,-2.88,-2.88,18413025.56,20.0,-1084.14,62832.01,26584379.0,0.85,0.85,13292189.92,79.0,1062.97,80845.69,39379599.0,0.76,0.76,19689799.88,70482.33,50880.52,75369.62,4.21,3.2,0.42,7.99,0.57,0.59,4.28,3.03,1.51,0.66,7.98,0.07,0.59,4.02,4.51,3.72,0.37,8.0,0.66,2.63,4.33,130.79,144.25,97.38,0.03,0.0,0.08,1.0,0.0,1.13,3.4,0.0,4579.0,0.0,196.5,225.23,0.0,1.0,0.8,0.0,4878.0,0.0,160000.0,0.19,65495.0,94505.0,71156.0,88844.0,61179.0,98821.0,1.0
176.0,1128.35,27400.23,5503871.0,1.1,1.1,2751936.05,126.0,1202.13,20337.58,4081617.0,-11.93,-11.93,2040802.54,181.0,1373.73,28130.69,5637638.0,-4.41,-4.41,2818816.79,24570.85,18221.5,25168.03,3.44,4.45,0.36,7.4,0.06,0.06,3.73,2.55,2.99,0.2,7.3,0.05,0.05,3.68,3.52,4.6,0.39,7.38,0.06,0.06,3.72,115.25,112.36,81.36,0.07,0.0,0.04,1.0,0.0,1.19,12.36,0.0,11812.0,0.0,199.75,213.37,0.0,1.02,0.51,0.0,13160.0,0.0,160000.0,0.38,89355.0,70645.0,89525.0,70475.0,90808.0,69192.0,2.0
131.0,-866.77,27322.98,5937566.0,7.4,7.4,2968786.7,104.0,-389.09,26715.0,5852269.0,-9.03,-9.03,2926129.99,138.0,1048.95,27904.01,6047514.0,-3.58,-3.58,3023755.21,26506.99,26126.2,26997.83,3.71,4.18,0.36,6.11,0.47,0.47,3.29,3.66,3.89,0.27,6.04,0.58,0.58,3.31,3.78,4.34,0.37,6.09,0.46,0.59,3.28,114.68,120.53,116.64,0.06,0.0,0.05,1.0,0.0,2.98,31.41,0.0,10173.0,0.0,199.75,214.43,0.0,1.02,0.58,0.0,10488.0,0.0,160000.0,0.34,100913.0,59087.0,101339.0,58661.0,93249.0,66751.0,2.0
21.0,874.24,22003.02,4519697.0,8.24,8.24,2259852.62,0.0,-248.83,12646.73,2156840.0,-8.85,-8.85,1078415.57,29.0,236.13,22495.01,4317796.0,-2.0,-2.0,2158897.0,20177.22,9628.75,19275.88,2.83,2.57,0.26,5.58,0.06,0.06,2.82,1.35,0.82,0.28,4.95,0.0,0.0,2.47,2.7,2.67,0.18,6.04,0.0,0.03,3.02,115.95,86.06,43.02,0.06,0.0,0.04,1.0,0.0,0.0,2.86,0.0,10173.0,0.0,199.75,228.92,0.0,1.0,0.53,0.0,10693.0,0.0,160000.0,0.34,83089.0,76911.0,75867.0,84133.0,63459.0,96541.0,0.0
24.0,-916.56,83450.07,40186188.0,0.62,0.62,20093094.31,10.0,-157.86,84296.04,39417966.0,0.49,0.49,19708983.25,22.0,278.11,83575.68,39904509.0,0.1,0.1,19952254.55,78323.6,76826.32,77774.6,4.77,5.77,0.43,7.77,0.38,0.64,4.08,4.67,6.05,0.55,7.85,0.09,0.09,3.97,4.74,5.85,0.47,7.8,0.3,0.3,4.05,155.88,151.58,149.73,0.05,0.0,0.1,1.0,0.0,4.5,64.17,0.0,8524.0,0.0,199.75,188.98,0.0,1.11,0.65,0.0,8702.0,0.0,160000.0,0.3,84063.0,75937.0,86980.0,73020.0,89934.0,70066.0,1.0
0.0,-3198.88,73723.98,32000535.0,-1.58,-1.58,16000266.71,0.0,1870.08,66555.9,28353647.0,-6.35,-6.35,14176820.32,0.0,260.03,72459.42,31291409.0,-1.93,-1.93,15645703.53,54754.35,48514.36,53541.01,2.95,2.82,0.75,7.62,0.0,0.0,3.81,2.61,2.31,0.68,7.32,0.0,0.0,3.66,2.88,2.64,0.73,7.59,0.0,0.0,3.79,101.82,91.62,83.02,0.03,0.0,0.08,1.0,0.0,0.76,6.32,0.0,4764.0,0.0,199.75,203.12,0.0,1.01,0.63,0.0,5267.0,0.0,160000.0,0.19,78918.0,81082.0,74961.0,85039.0,71986.0,88014.0,1.0
175.0,27.46,33093.19,7155118.0,-1.58,-1.58,3577558.21,85.0,-120.75,17542.76,3124209.0,-9.21,-9.21,1562099.9,195.0,-726.19,36930.14,8032811.0,8.5,8.5,4016409.75,31942.49,13947.36,35860.76,4.47,4.4,0.43,6.54,0.8,0.8,3.67,1.95,0.73,0.42,6.28,0.04,0.04,3.16,5.02,5.21,0.42,6.97,1.03,1.03,4.0,138.94,160.1,62.29,0.04,0.0,0.07,1.0,0.0,1.55,12.43,0.0,6652.0,0.0,199.75,202.36,0.0,1.0,0.78,0.0,6814.0,0.0,160000.0,0.25,97925.0,62075.0,95089.0,64911.0,79464.0,80536.0,3.0
77.0,-1671.99,21455.19,4411259.0,1.55,1.55,2205630.27,72.0,-1428.76,13995.76,2899716.0,25.07,25.07,1449870.53,78.0,386.53,24781.36,4947978.0,9.84,9.84,2473993.92,19693.12,12945.16,22089.19,2.76,2.41,0.29,6.23,0.84,0.84,3.54,1.81,1.52,0.16,5.08,0.13,0.13,2.61,3.09,2.78,0.46,6.68,0.79,0.83,3.74,78.41,98.61,57.8,0.09,0.0,0.07,1.0,0.0,2.1,10.59,0.0,13751.0,0.0,199.75,217.68,0.0,1.01,0.52,0.0,14211.0,0.0,160000.0,0.42,63010.0,96990.0,69314.0,90686.0,60888.0,99112.0,3.0
163.0,226.87,26590.41,5613744.0,-4.3,-4.3,2806869.85,133.0,721.65,25017.27,5175716.0,0.7,0.7,2587858.35,162.0,411.16,27547.35,5828465.0,-1.0,-1.0,2914232.0,25061.36,23105.88,26019.93,3.51,3.33,0.26,7.4,0.29,0.29,3.85,3.24,3.12,0.31,7.3,0.39,0.39,3.85,3.64,3.64,0.27,7.38,0.28,0.52,3.83,106.84,116.16,103.15,0.09,0.0,0.04,1.0,0.0,0.21,3.74,0.0,14319.0,0.0,199.75,228.92,0.0,1.0,0.33,0.0,15994.0,0.0,160000.0,0.43,76697.0,83303.0,78549.0,81451.0,64710.0,95290.0,2.0
38.0,-487.81,82095.19,43287521.0,0.75,0.75,21643760.87,26.0,92.35,73099.88,35015513.0,1.28,1.28,17507757.14,40.0,918.11,83873.99,45015928.0,-0.51,-0.51,22507963.74,73032.3,59076.23,75948.37,3.85,4.38,0.48,6.98,0.57,1.1,3.78,3.1,3.82,0.66,6.94,0.18,0.46,3.56,4.0,4.32,0.43,7.01,0.36,0.87,3.68,122.55,128.14,99.67,0.03,0.0,0.05,1.0,0.0,2.12,16.86,0.0,4532.0,0.0,199.75,228.92,0.0,1.0,0.76,0.0,4796.0,0.0,160000.0,0.19,71638.0,88362.0,70280.0,89720.0,72842.0,87158.0,1.0
114.0,588.83,20441.16,4036734.0,5.03,5.03,2018369.51,89.0,885.86,13232.78,2398542.0,0.05,0.05,1199271.03,115.0,835.86,20872.3,4127404.0,-6.3,-6.3,2063698.85,18021.13,10707.78,18425.91,2.52,2.48,0.38,6.97,0.21,0.21,3.59,1.5,1.3,0.47,6.99,0.09,0.18,3.54,2.58,2.57,0.37,7.0,0.21,0.21,3.6,89.35,82.26,47.83,0.1,0.0,0.05,1.0,0.0,1.35,17.64,0.0,16146.0,0.0,199.75,228.92,0.0,1.0,0.54,0.0,16496.0,0.0,160000.0,0.47,82013.0,77987.0,83563.0,76437.0,61981.0,98019.0,2.0
104.0,91.68,21249.84,4341558.0,3.37,3.37,2170780.69,61.0,-619.95,13881.1,2492350.0,-1.77,-1.77,1246174.11,117.0,-459.23,21716.67,4360480.0,-2.92,-2.92,2180238.54,19381.96,11126.56,19466.43,2.71,3.04,0.47,6.02,0.05,0.05,3.03,1.56,1.07,0.35,5.99,0.05,0.05,3.02,2.73,2.74,0.45,6.23,0.05,0.05,3.14,99.86,86.91,49.69,0.02,0.0,0.06,1.0,0.0,0.46,3.7,0.0,3725.0,0.0,190.5,189.51,-0.03,1.05,0.75,0.0,3763.0,0.0,160000.0,0.16,76238.0,83762.0,90721.0,69279.0,72762.0,87238.0,0.0
83.0,365.62,21139.89,4179473.0,-6.83,-6.83,2089733.08,46.0,129.84,15252.53,2766194.0,0.08,0.08,1383097.04,95.0,352.04,21048.93,4148579.0,-0.12,-0.12,2074289.44,18658.36,12349.08,18520.44,2.61,2.76,0.26,7.39,0.1,0.1,3.74,1.73,1.89,0.44,7.46,0.07,0.15,3.77,2.59,2.88,0.28,7.39,0.1,0.1,3.75,95.23,82.68,55.13,0.05,0.0,0.05,1.0,0.0,0.37,3.81,0.0,7835.0,0.0,199.75,228.92,0.0,1.0,0.6,0.0,9076.0,0.0,160000.0,0.28,71888.0,88112.0,85164.0,74836.0,65182.0,94818.0,0.0
8.0,-854.0,34643.62,8296539.0,-6.48,-6.48,4148266.26,6.0,-1138.78,34767.84,8071931.0,-9.27,-9.27,4035960.86,8.0,1501.76,34496.64,8263108.0,13.03,13.03,4131560.51,23282.12,22651.81,23188.3,2.04,0.31,0.76,7.82,0.23,0.25,4.03,1.99,0.25,0.85,7.86,0.16,0.19,4.01,2.03,0.31,0.76,7.85,0.23,0.25,4.04,66.58,65.07,63.57,0.03,0.0,0.05,1.0,0.0,2.75,26.35,0.0,5078.0,0.0,199.75,228.92,0.0,1.0,0.63,0.0,5544.0,0.0,160000.0,0.2,58023.0,101977.0,57996.0,102004.0,57179.0,102821.0,1.0
84.0,-1668.46,114937.45,78489937.0,0.48,0.48,39244968.74,88.0,-2164.65,116240.87,78634572.0,1.04,1.04,39317286.52,85.0,42.94,115289.55,78670907.0,1.32,1.32,39335454.16,105021.89,105215.42,105264.04,4.4,3.97,0.57,7.94,0.59,7.94,4.27,4.4,3.95,0.62,8.0,0.43,8.0,4.21,4.41,3.96,0.58,8.0,0.6,1.38,4.3,139.71,140.84,140.78,0.03,0.0,0.05,1.0,0.0,1.09,7.62,0.0,4621.0,0.0,199.75,222.1,0.0,1.0,0.61,0.0,5687.0,0.0,160000.0,0.19,64856.0,95144.0,61824.0,98176.0,60689.0,99311.0,1.0
79.0,281.13,18732.71,3626160.0,-5.89,-5.89,1813077.05,3.0,106.42,9651.77,1741477.0,-1.84,-1.84,870737.58,95.0,559.61,19164.52,3652604.0,3.26,3.26,1826303.63,16188.21,7774.45,16306.27,2.27,1.9,0.64,6.92,0.22,0.22,3.57,1.09,0.93,0.41,4.78,0.06,0.06,2.42,2.28,1.88,0.69,7.46,0.21,1.12,3.84,85.61,72.8,34.72,0.02,0.0,0.08,1.0,0.0,2.69,23.19,0.0,3555.0,0.0,174.0,200.99,0.12,1.16,0.9,0.0,3714.0,0.0,160000.0,0.15,49152.0,110848.0,52597.0,107403.0,55162.0,104838.0,0.0
202.0,-116.54,34109.52,7366636.0,10.38,10.38,3683323.19,220.0,-870.81,30331.43,6563908.0,19.47,19.47,3281963.74,205.0,675.15,33853.7,7308581.0,7.03,7.03,3654294.02,32886.77,29303.16,32627.59,4.61,4.96,0.32,7.35,0.93,1.5,4.14,4.1,4.24,0.24,7.45,0.88,0.88,4.16,4.57,4.86,0.32,7.35,0.94,0.94,4.14,155.19,145.66,130.82,0.08,0.0,0.06,1.0,0.0,5.18,167.36,0.0,12518.0,0.0,199.75,218.77,0.0,1.01,0.65,0.0,13373.0,0.0,160000.0,0.4,95147.0,64853.0,92144.0,67856.0,85410.0,74590.0,2.0
153.0,-516.27,32419.51,6712132.0,-2.09,-2.09,3356064.96,201.0,487.12,40131.9,8279844.0,1.78,1.78,4139922.89,158.0,-267.9,32912.75,6805066.0,-3.92,-3.92,3402531.04,29964.88,36963.59,30379.76,4.2,4.99,0.59,5.88,0.22,5.08,3.05,5.18,6.37,0.78,6.84,0.22,0.22,3.53,4.25,5.11,0.6,5.91,0.22,0.22,3.07,118.28,135.63,165.02,0.02,0.0,0.07,1.0,0.0,-0.34,5.62,0.0,3045.0,0.0,195.0,171.87,-0.05,1.26,0.67,0.0,3470.0,0.0,160000.0,0.14,123259.0,36741.0,122076.0,37924.0,121538.0,38462.0,2.0
70.0,-109.48,20162.53,3981072.0,-0.53,-0.53,1990535.74,56.0,-258.48,19006.3,3285880.0,-0.72,-0.72,1642939.64,73.0,332.94,18826.65,3465602.0,-0.17,-0.17,1732800.91,17772.64,14669.11,15471.44,2.49,2.31,0.29,7.14,0.27,0.3,3.71,2.05,1.37,0.57,7.8,0.09,0.1,3.94,2.17,1.73,0.34,7.1,0.18,0.18,3.64,104.78,69.07,65.49,0.06,0.0,0.05,1.0,0.0,1.57,10.11,0.0,9977.0,0.0,199.75,228.92,0.0,1.0,0.49,0.0,10792.0,0.0,160000.0,0.34,66286.0,93714.0,67073.0,92927.0,59254.0,100746.0,0.0
77.0,-1767.41,126852.95,95277325.0,-3.32,-3.32,47638660.84,40.0,2254.14,122856.9,88762182.0,-4.15,-4.15,44381088.93,91.0,1685.95,127587.77,96315621.0,-5.88,-5.88,48157807.56,114388.52,106566.53,115635.08,4.3,5.73,0.43,8.0,0.23,8.0,4.12,4.0,5.62,0.59,8.0,0.19,8.0,4.09,4.35,5.74,0.42,8.0,0.23,8.0,4.12,137.97,138.83,127.94,0.03,0.0,0.05,1.0,0.0,1.08,7.59,0.0,4399.0,0.0,199.75,228.92,0.0,1.0,0.58,0.0,4898.0,0.0,160000.0,0.18,92417.0,67583.0,88132.0,71868.0,86657.0,73343.0,1.0
