FFT Gray Avg,FFT Gray Median,FFT Gray SD,FFT Gray Max,FFT Gray Min,FFT Gray Mode,FFT Gray Midpoint,FFT Gray Var,FFT Red Avg,FFT Red Median,FFT Red SD,FFT Red Max,FFT Red Min,FFT Red Mode,FFT Red Midpoint,FFT Red Var,FFT Green Avg,FFT Green Median,FFT Green SD,FFT Green Max,FFT Green Min,FFT Green Mode,FFT Green Midpoint,FFT Green Var,DCT Gray,DCT Red,DCT Green,Wavelet Gray Avg,Wavelet Gray Median,Wavelet Gray SD,Wavelet Gray Max,Wavelet Gray Min,Wavelet Gray Mode,Wavelet Gray Midpoint,Wavelet Gray Var,Wavelet Red Avg,Wavelet Red Median,Wavelet Red SD,Wavelet Red Max,Wavelet Red Min,Wavelet Red Mode,Wavelet Red Midpoint,Wavelet Red Var,Wavelet Green Avg,Wavelet Green Median,Wavelet Green SD,Wavelet Green Max,Wavelet Green Min,Wavelet Green Mode,Wavelet Green Midpoint,Wavelet Green Var
64.00000,435.89363,89274.14186,58033511.00000,4.20631,4.20631,29016757.60000,25100000000000000000000.00000,36.00000,-1343.55386,67412.50645,35363108.00000,1.21812,1.21812,17681554.61000,4130000000000000000000.00000,72.00000,-1164.66463,93663.67054,61896424.00000,0.10624,0.10624,30948212.05000,32500000000000000000000.00000,78827.03591,48033.78145,84074.03849,3.34589,3.14559,0.38268,7.77451,0.04216,0.14853,3.90833,1.59993,2.03186,1.21299,0.67930,7.76765,0.03088,0.04951,3.89926,5.69750,3.56947,3.39779,0.34422,7.77549,0.04216,0.07696,3.90882,1.27359
148.00000,-108.42283,26805.15099,5812020.00000,-1.19479,-1.19479,2906009.40300,105000000000000000000.00000,144.00000,-341.31269,26532.53757,5846622.00000,-3.15079,-3.15079,2923309.42500,106000000000000000000.00000,150.00000,505.09404,27663.80987,5980478.00000,-0.88365,-0.88365,2990238.55800,118000000000000000000.00000,25946.51786,26100.99107,26698.56250,3.63397,4.14841,0.30993,5.22990,0.90980,0.90980,3.06985,0.27455,3.65560,3.99632,0.22967,5.17010,1.25637,1.36716,3.21324,0.10177,3.73929,4.28713,0.33806,5.46029,0.90147,0.90147,3.18088,0.36802
83.00000,-140.03516,31630.74158,6609218.00000,-6.12978,-6.12978,3304605.93500,180000000000000000000.00000,99.00000,-868.00339,32925.35724,6807844.00000,-11.02285,-11.02285,3403916.48900,199000000000000000000.00000,84.00000,-974.16761,31923.46043,6677737.00000,4.95086,4.95086,3338870.97500,187000000000000000000.00000,29505.43750,30392.16071,29811.32589,4.13241,4.84363,0.38991,7.70147,0.38529,0.38529,4.04338,1.13495,4.25661,4.63100,0.33341,7.50637,0.28333,0.28333,3.89485,1.13131,4.17526,4.86458,0.38249,7.71225,0.41520,0.41520,4.06373,1.10299
164.00000,-501.47482,28804.95269,5794430.00000,-1.57829,-1.57829,2897214.21100,106000000000000000000.00000,187.00000,392.57841,32849.33246,6608569.00000,1.78062,1.78062,3304285.39000,179000000000000000000.00000,167.00000,464.83023,29379.27596,5905786.00000,-2.90712,-2.90712,2952891.54600,114000000000000000000.00000,25867.99107,29502.54018,26365.11607,3.62297,5.02304,0.60340,5.17794,0.39216,5.03529,2.78505,2.73625,4.13201,5.71789,0.68573,5.90245,0.40392,0.45490,3.15319,4.60812,3.69259,5.12978,0.61789,5.28431,0.38284,0.38284,2.83358,2.98885
170.00000,435.84575,33383.29991,7174246.00000,2.00000,2.00000,3587124.00000,251000000000000000000.00000,234.00000,1225.35997,44403.42720,9459154.00000,-6.04372,-6.04372,4729573.97800,762000000000000000000.00000,185.00000,414.77987,36028.00930,7715473.00000,0.49695,0.49695,3857736.74800,337000000000000000000.00000,32027.88393,42228.36607,34444.07589,4.48570,5.20270,0.63050,7.71765,0.07010,0.07010,3.89387,1.76542,5.91434,7.18199,0.86048,7.60833,0.16961,0.21078,3.88897,5.38917,4.82410,5.68517,0.68620,7.72206,0.05931,0.33578,3.89069,2.33568
177.00000,-482.59491,38316.80074,8191690.00000,0.39168,0.39168,4095845.19600,413000000000000000000.00000,182.00000,844.50113,39021.15013,8466530.00000,-1.44494,-1.44494,4233264.27800,464000000000000000000.00000,180.00000,-424.16370,38470.00383,8238004.00000,12.61324,12.61324,4119008.30700,421000000000000000000.00000,36570.04464,37797.00893,36776.80357,5.12185,6.15355,0.30260,7.12892,0.94069,0.94069,4.03480,0.83440,5.29370,6.15466,0.40644,7.03529,1.13775,1.13775,4.08652,0.97795,5.15081,6.18848,0.31724,7.13725,0.93235,0.93235,4.03480,0.88468
135.00000,990.10756,30484.98381,6259626.00000,-15.43935,-15.43935,3129805.28000,144000000000000000000.00000,158.00000,-958.88470,29893.79580,5876514.00000,-3.39637,-3.39637,2938255.30200,118000000000000000000.00000,139.00000,1178.48821,30658.95517,6272993.00000,0.25874,0.25874,3136496.62900,145000000000000000000.00000,27944.75893,26234.43750,28004.43304,3.91383,4.97708,0.49800,6.69412,0.31275,0.31275,3.50343,1.96385,3.67429,4.35343,0.34634,6.69559,0.25245,0.25245,3.47402,1.49126,3.92219,5.00846,0.48643,6.64853,0.29461,0.29461,3.47157,1.97838
132.00000,-148.41720,29537.62843,6386170.00000,-10.20229,-10.20229,3193079.89900,156000000000000000000.00000,66.00000,-1663.90210,16197.96404,3576372.00000,18.53961,18.53961,1788195.27000,15000000000000000000.00000,149.00000,140.29599,32664.83945,7030886.00000,18.55852,18.55852,3515452.27900,230000000000000000000.00000,28509.68750,15965.94643,31387.88393,3.99295,4.48799,0.38842,5.93039,0.30637,0.30637,3.11838,0.90565,2.23613,2.34865,0.14812,4.11961,0.18039,0.18039,2.15000,0.03270,4.39606,5.03664,0.45109,6.30833,0.33775,0.33775,3.32304,1.52837
104.00000,-247.77483,23193.12518,4621682.00000,9.52825,9.52825,2310845.76400,42000000000000000000.00000,83.00000,215.73980,18711.13200,3701937.00000,-6.22353,-6.22353,1850965.38800,17400000000000000000.00000,109.00000,657.54771,23731.84269,4734685.00000,2.18084,2.18084,2367343.59000,46200000000000000000.00000,20632.50893,16526.50446,21136.98661,2.88971,3.49436,0.31736,6.38431,0.17108,0.17108,3.27770,0.91633,2.31464,2.51458,0.25809,5.90637,0.17108,0.22549,3.03873,0.47627,2.96036,3.56752,0.32428,6.37598,0.17108,0.17108,3.27353,0.97024
139.00000,849.19863,30590.68163,6388802.00000,8.07607,8.07607,3194405.03800,167000000000000000000.00000,91.00000,818.78818,28050.91030,5832010.00000,-3.46621,-3.46621,2916003.26700,121000000000000000000.00000,138.00000,-683.15627,30314.33523,6325121.00000,-3.43993,-3.43993,3162558.78000,161000000000000000000.00000,28521.43750,26035.75893,28237.14732,3.99460,3.90000,0.31690,7.50441,0.37696,0.37696,3.94069,0.93782,3.64646,3.66275,0.26562,7.18578,0.41961,0.41961,3.80270,0.60627,3.95478,3.89988,0.31983,7.45588,0.37304,0.37304,3.91446,0.94251
142.00000,1009.32026,28191.78641,5734660.00000,-7.83237,-7.83237,2867326.08400,111000000000000000000.00000,138.00000,-1617.83323,26813.48509,5375601.00000,16.46629,16.46629,2687808.73300,85800000000000000000.00000,142.00000,1790.03949,28367.03909,5769728.00000,-8.23993,-8.23993,2884859.88000,115000000000000000000.00000,25601.16071,23998.21875,25757.71429,3.58560,3.27623,0.28311,7.77549,0.02745,0.02745,3.90147,0.87704,3.36110,2.92574,0.31055,7.93333,0.03431,0.03431,3.98382,1.12283,3.60752,3.34400,0.29524,7.82990,0.03039,0.03039,3.93015,0.96098
162.00000,785.38614,28173.74946,6012583.00000,5.50299,5.50299,3006294.25100,120000000000000000000.00000,155.00000,265.63472,26648.45838,5769164.00000,1.28100,1.28100,2884582.64000,102000000000000000000.00000,153.00000,-437.71222,27611.33407,5917172.00000,3.41646,3.41646,2958587.70800,112000000000000000000.00000,26841.88839,25755.19643,26415.94643,3.75937,3.41765,0.23885,7.61765,0.32108,0.32108,3.96936,0.35575,3.60717,3.52316,0.33702,7.58873,0.45637,0.45637,4.02255,0.65703,3.69971,3.43983,0.24970,7.58431,0.32745,0.32745,3.95588,0.36076
176.00000,784.20519,29484.01191,6122741.00000,6.04877,6.04877,3061373.52400,138000000000000000000.00000,132.00000,401.00534,25316.05351,5456626.00000,-7.16760,-7.16760,2728309.41600,83900000000000000000.00000,173.00000,940.72143,29248.64489,6068793.00000,0.21444,0.21444,3034396.60700,133000000000000000000.00000,27333.66518,24359.93750,27092.82589,3.82824,4.79375,0.44141,7.04412,0.67598,0.67598,3.86005,1.63839,3.41176,3.57500,0.27393,6.07941,1.33333,1.33333,3.70637,0.30684,3.79451,4.71900,0.44068,6.94804,0.57696,0.57696,3.76250,1.65457
116.00000,-393.62493,24698.74591,5328648.00000,-7.71772,-7.71772,2664320.14100,77700000000000000000.00000,52.00000,677.53919,14619.92923,3040784.00000,-12.57828,-12.57828,1520385.71100,8260000000000000000.00000,125.00000,87.53955,25929.62213,5572337.00000,-10.43450,-10.43450,2786163.28300,93200000000000000000.00000,23788.60714,13574.92857,24876.50446,3.33174,3.36446,0.43158,7.01814,0.37647,1.78039,3.69730,0.73877,1.90125,1.61360,0.52261,6.70245,0.47059,0.47059,3.58652,1.11755,3.48410,3.69657,0.43031,7.06667,0.33627,0.33627,3.70147,0.81455
152.00000,271.57107,31674.40977,6742330.00000,-7.18344,-7.18344,3371161.40800,187000000000000000000.00000,138.00000,591.89888,31137.38762,6743480.00000,1.21670,1.21670,3371740.60800,186000000000000000000.00000,158.00000,-17.58637,32063.82845,6816085.00000,-4.77199,-4.77199,3408040.11400,195000000000000000000.00000,30099.68750,30104.82143,30428.95089,4.21564,4.74461,0.35897,6.83971,0.79951,0.79951,3.81961,0.94847,4.21636,4.59534,0.31469,6.72696,0.83284,0.83284,3.77990,0.55611,4.26176,4.82537,0.37033,6.83235,0.79951,1.30735,3.81593,1.02834
132.00000,483.94542,32009.42900,6741479.00000,0.96271,0.96271,3370739.98100,220000000000000000000.00000,59.00000,-506.13801,26866.03176,5337542.00000,-5.83962,-5.83962,2668768.08000,111000000000000000000.00000,150.00000,750.40977,33385.63734,7065692.00000,-7.10293,-7.10293,3532842.44900,258000000000000000000.00000,30095.88839,23828.31250,31543.26786,4.21511,4.39424,0.41068,7.22206,0.67990,0.67990,3.95098,1.52749,3.33730,2.53137,0.16658,7.06814,0.63676,0.63676,3.85245,0.34352,4.41782,4.80368,0.48449,7.20882,0.64265,0.64265,3.92574,2.01057
176.00000,-1079.67695,35785.19307,7501382.00000,4.53679,4.53679,3750693.26800,326000000000000000000.00000,171.00000,436.59966,34206.28871,7191118.00000,-0.99858,-0.99858,3595558.50100,268000000000000000000.00000,177.00000,531.99292,35917.52333,7534208.00000,-1.13974,-1.13974,3767103.43000,331000000000000000000.00000,33488.31250,32103.20536,33634.85714,4.69024,4.84804,0.09823,7.96029,0.24363,0.24363,4.10196,0.13792,4.49625,4.58873,0.10664,7.96029,0.29461,0.29461,4.12745,0.15044,4.71076,4.84167,0.10825,7.96029,0.23137,1.28873,4.09583,0.16491
208.00000,-539.87991,36915.97142,7543089.00000,-5.66281,-5.66281,3771541.66900,357000000000000000000.00000,212.00000,685.16725,37517.95592,7864612.00000,-3.96323,-3.96323,3932304.01800,397000000000000000000.00000,208.00000,608.93887,36902.11253,7546456.00000,9.49748,9.49748,3773232.74900,358000000000000000000.00000,33674.50446,35109.87500,33689.53571,4.71632,6.09657,0.44656,7.09804,0.63529,0.63529,3.86667,2.32894,4.91735,6.08444,0.31354,7.27157,0.77843,0.77843,4.02500,1.07827,4.71842,6.08652,0.41538,7.13039,0.66471,0.66471,3.89755,2.11168
239.00000,58.91869,29073.13706,5844202.00000,6.13968,6.13968,2922104.07000,124000000000000000000.00000,241.00000,-1157.52316,20986.28460,3758679.00000,-11.44755,-11.44755,1879333.77600,34700000000000000000.00000,239.00000,42.65298,28398.10618,5691181.00000,-7.54881,-7.54881,2845586.72600,114000000000000000000.00000,26090.18750,16779.81696,25407.05804,3.65409,3.91667,0.44439,7.70147,0.18971,0.18971,3.94559,2.93750,2.35011,1.87623,0.37633,7.70147,0.17549,0.28284,3.93848,1.79061,3.55841,3.80797,0.43815,7.70147,0.19559,0.35392,3.94853,2.88403
73.00000,-1674.72503,28295.24225,5840879.00000,16.19293,16.19293,2920447.59600,127000000000000000000.00000,61.00000,1568.09919,25967.71091,5299496.00000,-4.15950,-4.15950,2649745.92000,87700000000000000000.00000,72.00000,-160.23788,29251.23803,6013183.00000,-6.28720,-6.28720,3006588.35600,144000000000000000000.00000,26075.35268,23658.46429,26844.56696,3.65201,4.05821,0.27920,7.04314,0.65098,0.65098,3.84706,0.94359,3.31351,3.23125,0.29299,7.55882,0.57990,0.57990,4.06936,1.08983,3.75974,4.14277,0.32306,7.36569,0.65294,0.65294,4.00931,1.40250
243.00000,-19.98409,41488.46180,8935133.00000,-2.45474,-2.45474,4467565.27300,618000000000000000000.00000,241.00000,264.63338,41746.52640,9019488.00000,2.55678,2.55678,4509745.27800,633000000000000000000.00000,243.00000,409.80794,41545.77325,8950213.00000,-2.22593,-2.22593,4475105.38700,622000000000000000000.00000,39888.98661,40265.57143,39956.30804,5.58669,5.59988,0.48072,7.77304,1.13873,1.13873,4.45588,2.50520,5.63944,5.78922,0.51494,7.71029,1.13873,1.13873,4.42451,2.59370,5.59612,5.61507,0.48233,7.77304,1.14412,1.14412,4.45858,2.50629
210.00000,1457.47518,33250.83524,6991190.00000,0.78543,0.78543,3495595.39300,239000000000000000000.00000,201.00000,1496.69978,31836.01121,6640399.00000,2.12588,2.12588,3320200.56300,196000000000000000000.00000,210.00000,1408.46029,33398.46924,7027213.00000,-2.44254,-2.44254,3513605.27900,243000000000000000000.00000,31210.66964,29644.63839,31371.48661,4.37124,4.76103,0.34320,7.17451,0.30588,0.30588,3.74020,1.26800,4.15191,4.42292,0.26379,7.27941,0.34216,0.34216,3.81078,0.74954,4.39377,4.77880,0.35073,7.18971,0.30539,0.34510,3.74755,1.31956
117.00000,820.35195,28848.74868,5843603.00000,5.18079,5.18079,2921804.09000,117000000000000000000.00000,90.00000,316.38070,26445.31731,5299553.00000,-5.19664,-5.19664,2649773.90200,84900000000000000000.00000,129.00000,-888.57767,30114.60271,6120714.00000,-4.91541,-4.91541,3060354.54200,139000000000000000000.00000,26087.51339,23658.71875,27324.61607,3.65371,4.15650,0.32303,6.90098,0.40637,0.40637,3.65368,1.09365,3.31355,3.15588,0.36796,6.90882,0.41422,0.41422,3.66152,1.22166,3.82698,4.51728,0.34187,6.90098,0.41225,0.41225,3.65662,1.19056
131.00000,200.48773,25405.41556,5464375.00000,-6.35842,-6.35842,2732184.32100,83700000000000000000.00000,131.00000,-1134.15561,23987.48454,5191955.00000,-10.69183,-10.69183,2595972.15400,67600000000000000000.00000,131.00000,-2.67569,25398.87575,5461156.00000,-2.74541,-2.74541,2730576.62700,83600000000000000000.00000,24394.53125,23178.37054,24380.16071,3.41660,3.90392,0.26944,5.51618,0.69020,0.88578,3.10319,0.26627,3.24627,3.66091,0.22952,5.18431,0.68824,0.68824,2.93627,0.16237,3.41459,3.91115,0.27179,5.54853,0.68922,0.88578,3.11887,0.27224
191.00000,1039.54950,35209.75109,7243197.00000,1.50868,1.50868,3621599.25400,269000000000000000000.00000,241.00000,1081.99593,43390.63954,8910627.00000,0.87134,0.87134,4455313.93600,610000000000000000000.00000,199.00000,-1097.59046,36542.45647,7496864.00000,-2.58357,-2.58357,3748430.70800,309000000000000000000.00000,32335.70089,39779.58482,33468.14286,4.52881,6.03738,0.65647,6.24363,0.12549,6.05490,3.18456,3.73205,5.57137,7.55233,0.77414,7.61863,0.38137,7.56078,4.00000,7.93637,4.68741,6.30809,0.68776,6.44608,0.12206,0.12794,3.28407,4.48591
87.00000,1083.16387,25962.11911,5130770.00000,-10.97423,-10.97423,2565379.51300,66400000000000000000.00000,115.00000,1564.47754,24923.23762,4981943.00000,-0.63167,-0.63167,2490971.18400,58900000000000000000.00000,91.00000,82.49657,25955.74931,5140285.00000,26.11008,26.11008,2570155.55500,66800000000000000000.00000,22905.22321,22240.81696,22947.70089,3.20801,3.95086,0.32697,5.60000,0.00000,0.00000,2.80000,0.70409,3.11496,3.78395,0.31641,5.33922,0.00000,0.00000,2.66961,0.56859,3.21396,3.94044,0.32798,5.57941,0.00000,0.00000,2.78971,0.70033
208.00000,771.46522,38583.86515,7966815.00000,2.76468,2.76468,3983408.88200,376000000000000000000.00000,240.00000,-393.54595,44526.03796,9114223.00000,4.35194,4.35194,4557113.67600,644000000000000000000.00000,213.00000,-531.02641,39922.79284,8237597.00000,0.36707,0.36707,4118798.68400,429000000000000000000.00000,35566.13839,40688.49554,36774.98661,4.98125,6.44914,1.03431,6.79902,0.67549,6.74510,3.73725,8.33004,5.69867,7.57598,1.26420,7.76324,0.67794,7.65490,4.22059,16.41193,5.15056,6.71654,1.08345,6.99608,0.70686,0.70686,3.85147,9.49875
176.00000,1128.35353,27400.22826,5503871.00000,1.09808,1.09808,2751936.04900,92100000000000000000.00000,126.00000,1202.12556,20337.58385,4081617.00000,-11.92663,-11.92663,2040802.53700,28500000000000000000.00000,181.00000,1373.72888,28130.69017,5637638.00000,-4.41337,-4.41337,2818816.79300,102000000000000000000.00000,24570.85268,18221.50446,25168.02679,3.44130,4.45135,0.35634,7.40343,0.05539,0.05539,3.72941,1.12982,2.55203,2.99449,0.20304,7.30490,0.04559,0.04559,3.67525,0.28091,3.52493,4.59853,0.38743,7.38480,0.06275,0.06275,3.72377,1.41286
133.00000,928.17032,25308.60359,5347193.00000,14.07839,14.07839,2673603.53900,78300000000000000000.00000,99.00000,1350.48799,23892.81496,5154451.00000,9.30752,9.30752,2577230.15400,66300000000000000000.00000,137.00000,-813.86990,25589.36105,5401691.00000,-3.59524,-3.59524,2700843.70200,81800000000000000000.00000,23871.39732,23010.94196,24114.69196,3.34333,3.24510,0.26450,5.99118,0.94951,1.12892,3.47034,0.44760,3.22282,3.23321,0.16125,6.25931,0.99657,0.99657,3.62794,0.11358,3.37741,3.16924,0.26267,5.98284,0.96373,0.96373,3.47328,0.44740
81.00000,670.15982,32566.06929,6470922.00000,-3.95437,-3.95437,3235459.02300,163000000000000000000.00000,111.00000,754.16352,37339.02612,7432220.00000,-0.94599,-0.94599,3716109.52700,283000000000000000000.00000,78.00000,579.81290,33229.10751,6587332.00000,-1.94626,-1.94626,3293665.02700,175000000000000000000.00000,28888.04464,33179.55357,29407.73214,4.04594,4.32953,0.74756,6.27598,0.22696,0.22696,3.25147,5.19780,4.64700,4.99657,0.86337,7.16765,0.32598,0.40392,3.74681,8.57885,4.11873,4.41801,0.76715,6.42892,0.23039,0.23039,3.32966,5.76225
98.00000,-1168.77698,25113.67299,5083829.00000,-4.32813,-4.32813,2541912.33600,71900000000000000000.00000,96.00000,-1136.92576,24704.27022,4965026.00000,2.89162,2.89162,2482514.44600,65300000000000000000.00000,98.00000,1475.74447,25070.42873,5075707.00000,16.61818,16.61818,2537861.80900,71100000000000000000.00000,22695.66518,22165.29464,22659.40625,3.17866,3.32120,0.33141,7.86422,0.34461,0.34461,4.10441,1.07219,3.10438,3.22132,0.32526,7.85882,0.34461,0.34461,4.10172,1.03770,3.17359,3.32917,0.32993,7.86471,0.37549,0.37549,4.12010,1.05924
88.00000,-891.57480,21016.35952,4067645.00000,-1.04623,-1.04623,2033821.97700,34300000000000000000.00000,40.00000,-673.56970,19328.01700,3519736.00000,-2.66120,-2.66120,1759866.66900,22000000000000000000.00000,100.00000,-920.69536,21449.85207,4209831.00000,12.94393,12.94393,2104921.97200,37900000000000000000.00000,18159.12946,15713.10714,18793.88839,2.54330,2.08015,0.31484,7.03578,0.39020,0.39020,3.71299,0.85966,2.20072,1.58309,0.35838,7.07500,0.33578,0.33578,3.70539,1.08589,2.63220,2.23346,0.29432,6.98186,0.39951,0.39951,3.69069,0.71488
220.00000,-583.38657,40572.92486,8561354.00000,8.44696,8.44696,4280681.22300,505000000000000000000.00000,209.00000,-120.47741,38353.36530,8207508.00000,4.75752,4.75752,4103756.37900,422000000000000000000.00000,218.00000,382.90384,40205.43036,8463308.00000,-5.22624,-5.22624,4231651.38700,483000000000000000000.00000,38220.33036,36640.66071,37782.62500,5.35299,6.65184,0.73380,7.27206,0.74608,0.74608,4.00907,4.01695,5.13175,6.12426,0.62033,7.41912,0.68873,0.68873,4.05392,2.20987,5.29168,6.58566,0.73771,7.24461,0.65196,0.65196,3.94828,4.14343
185.00000,-917.32671,32636.56067,6907464.00000,1.34265,1.34265,3453732.67100,207000000000000000000.00000,210.00000,827.23314,36716.58330,7705339.00000,9.51212,9.51212,3852674.25600,322000000000000000000.00000,192.00000,461.26882,33664.95396,7114331.00000,2.81031,2.81031,3557166.90500,233000000000000000000.00000,30836.89286,34398.83482,31760.40625,4.31889,5.31176,0.64283,7.20000,0.46961,0.46961,3.83480,1.90883,4.81776,6.08517,0.75906,6.99706,0.46176,0.46176,3.72941,3.29835,4.44824,5.47610,0.66792,7.19461,0.50686,0.50686,3.85074,2.18571
166.00000,-1241.66770,31082.65523,6584208.00000,-15.96446,-15.96446,3292096.01800,179000000000000000000.00000,150.00000,-694.67105,28371.12414,6017004.00000,-2.87413,-2.87413,3008500.56300,125000000000000000000.00000,166.00000,1275.85365,30958.16209,6559971.00000,-11.83429,-11.83429,3279979.58300,177000000000000000000.00000,29393.78571,26861.62500,29285.58482,4.11678,4.88015,0.61333,6.07892,0.18725,0.18725,3.13309,2.36054,3.76213,4.40417,0.55566,5.64657,0.12255,0.29069,2.88456,1.64973,4.10162,4.85833,0.60858,6.07108,0.18824,0.18824,3.12966,2.29808
156.00000,623.71573,26302.45047,5449843.00000,-4.35635,-4.35635,2724919.32200,86200000000000000000.00000,122.00000,942.11720,22250.78125,4599343.00000,7.10036,7.10036,2299675.05000,42300000000000000000.00000,160.00000,684.22246,26519.22225,5483650.00000,-19.76934,-19.76934,2741815.11500,88800000000000000000.00000,24329.65625,20532.78125,24480.58036,3.40751,3.71642,0.24699,7.58431,0.35343,0.35343,3.96887,0.57493,2.87574,2.86728,0.31511,7.84559,0.42598,0.42598,4.13578,0.70545,3.42865,3.74498,0.25718,7.54706,0.34461,0.41716,3.94583,0.64390
131.00000,-866.76571,27322.97870,5937566.00000,7.39590,7.39590,2968786.69800,114000000000000000000.00000,104.00000,-389.08871,26714.99737,5852269.00000,-9.02953,-9.02953,2926129.98500,106000000000000000000.00000,138.00000,1048.95013,27904.00931,6047514.00000,-3.58152,-3.58152,3023755.20900,122000000000000000000.00000,26506.99107,26126.20089,26997.83036,3.71246,4.18370,0.35561,6.11078,0.47059,0.47059,3.29069,0.47181,3.65913,3.88689,0.26966,6.04216,0.57549,0.57549,3.30882,0.26355,3.78121,4.34485,0.37260,6.08873,0.46225,0.59314,3.27549,0.55582
182.00000,-42.72163,29479.01768,5730357.00000,-0.87183,-0.87183,2865178.06400,112000000000000000000.00000,178.00000,89.36487,29202.78311,5668183.00000,-11.57301,-11.57301,2834085.71300,108000000000000000000.00000,176.00000,545.42203,28785.21901,5620467.00000,-0.17883,-0.17883,2810233.41100,104000000000000000000.00000,25581.95089,25304.38839,25091.37054,3.58291,2.07843,0.50031,6.58578,0.54902,0.61078,3.56740,2.14652,3.54403,2.16262,0.50908,6.58578,0.45588,0.45588,3.52083,2.13738,3.51420,2.09559,0.49621,6.46029,0.50882,0.50882,3.48456,1.93539
220.00000,9.09235,43611.31881,9305007.00000,1.88182,1.88182,4652504.44100,710000000000000000000.00000,167.00000,-435.61132,34310.39767,7391494.00000,-0.86119,-0.86119,3695746.56900,280000000000000000000.00000,216.00000,-461.45006,43293.83945,9267246.00000,-0.17467,-0.17467,4633622.91300,697000000000000000000.00000,41540.20982,32997.74107,41371.63393,5.81796,6.98162,0.86548,7.41078,0.68137,7.24706,4.04608,6.88236,4.62153,5.35049,0.62433,6.00931,0.55294,5.83529,3.28113,2.12144,5.79435,6.87966,0.84579,7.39657,0.74412,7.30980,4.07034,6.21557
171.00000,508.11629,29347.95088,6000680.00000,3.44755,3.44755,3000341.72400,122000000000000000000.00000,178.00000,228.35073,29718.45857,5995728.00000,-1.49336,-1.49336,2997863.25300,122000000000000000000.00000,175.00000,-386.48739,29977.35342,6123143.00000,-3.00000,-3.00000,3061570.00000,132000000000000000000.00000,26788.75000,26766.64286,27335.45982,3.75193,4.91801,0.47222,5.66225,0.17108,0.25000,2.91667,1.73494,3.74883,5.02598,0.37368,5.81912,0.17108,0.17108,2.99510,1.23152,3.82850,5.04277,0.48209,5.75833,0.17353,0.17353,2.96593,1.89826
186.00000,-551.60897,30539.39965,6202462.00000,-4.39295,-4.39295,3101228.80400,149000000000000000000.00000,186.00000,84.60913,30910.02725,6335104.00000,-3.78467,-3.78467,3167550.10800,156000000000000000000.00000,185.00000,1052.96530,29737.12981,5950841.00000,-2.23591,-2.23591,2975419.38200,127000000000000000000.00000,27689.56250,28281.71429,26566.25446,3.87809,3.55980,0.44585,7.20049,0.28284,0.42304,3.74167,2.40287,3.96102,4.40380,0.41238,7.57157,0.28284,0.28284,3.92721,1.95096,3.72076,3.38701,0.38694,7.19902,0.25147,0.25147,3.72525,1.99464
181.00000,-18.69549,34692.80966,7164426.00000,-18.61288,-18.61288,3582203.69400,248000000000000000000.00000,137.00000,433.85689,25811.81708,5478376.00000,0.55288,0.55288,2739188.27600,83200000000000000000.00000,197.00000,-375.40250,37883.42227,7780794.00000,-0.46119,-0.46119,3890396.76900,350000000000000000000.00000,31984.04464,24457.03571,34735.68750,4.47956,5.61176,0.50249,7.27696,0.39314,0.39314,3.83505,2.64935,3.42536,3.77463,0.31271,6.41078,0.34706,0.64069,3.37892,0.66551,4.86494,6.09730,0.56512,7.54706,0.43480,0.43480,3.99093,3.71258
177.00000,-800.14694,35210.85214,7327606.00000,7.53094,7.53094,3663806.76500,300000000000000000000.00000,120.00000,-836.89340,24974.91685,5227246.00000,-0.50013,-0.50013,2613622.75000,78000000000000000000.00000,171.00000,758.99007,34957.91377,7282429.00000,5.27725,5.27725,3641217.13900,290000000000000000000.00000,32712.52679,23335.91964,32510.84375,4.58159,5.55135,0.40836,6.83824,0.64363,0.64363,3.74093,2.04781,3.26834,3.77647,0.27351,5.04706,0.37206,0.37206,2.70956,0.46254,4.55334,5.56287,0.39711,6.78578,0.68824,0.68824,3.73701,1.87134
112.00000,946.22217,23343.07515,4979373.00000,8.40524,8.40524,2489690.70300,60500000000000000000.00000,100.00000,1311.67451,22005.39461,4720997.00000,0.74667,0.74667,2360498.87300,48500000000000000000.00000,112.00000,-1114.38536,23473.68430,5010199.00000,14.83896,14.83896,2505106.91900,61900000000000000000.00000,22229.34375,21075.87946,22366.95982,3.11335,3.26201,0.27778,5.74020,0.39167,0.39167,3.06593,0.28062,2.95180,2.95331,0.30076,5.33039,0.39657,0.39657,2.86348,0.30839,3.13263,3.30944,0.27711,5.77598,0.40784,0.40784,3.09191,0.27784
180.00000,1240.76417,27565.73971,5518141.00000,-6.81883,-6.81883,2759067.09100,90200000000000000000.00000,150.00000,226.53132,20623.59757,4128520.00000,-8.87518,-8.87518,2064255.56200,28100000000000000000.00000,192.00000,438.50088,29201.94270,5809598.00000,-6.02491,-6.02491,2904795.98800,111000000000000000000.00000,24634.55804,18430.89286,25935.70536,3.45022,2.65306,0.49738,7.38775,0.64265,0.64265,4.01520,2.31953,2.58136,2.03150,0.34377,7.04020,0.53333,0.53333,3.78676,0.85561,3.63245,2.82635,0.54900,7.50294,0.64265,0.64265,4.07279,2.95672
