FFT Gray Avg,FFT Gray Median,FFT Gray SD,FFT Gray Max,FFT Gray Min,FFT Gray Mode,FFT Gray Midpoint,FFT Gray Var,FFT Red Avg,FFT Red Median,FFT Red SD,FFT Red Max,FFT Red Min,FFT Red Mode,FFT Red Midpoint,FFT Red Var,FFT Green Avg,FFT Green Median,FFT Green SD,FFT Green Max,FFT Green Min,FFT Green Mode,FFT Green Midpoint,FFT Green Var,DCT Gray,DCT Red,DCT Green,Wavelet Gray Avg,Wavelet Gray Median,Wavelet Gray SD,Wavelet Gray Max,Wavelet Gray Min,Wavelet Gray Mode,Wavelet Gray Midpoint,Wavelet Gray Var,Wavelet Red Avg,Wavelet Red Median,Wavelet Red SD,Wavelet Red Max,Wavelet Red Min,Wavelet Red Mode,Wavelet Red Midpoint,Wavelet Red Var,Wavelet Green Avg,Wavelet Green Median,Wavelet Green SD,Wavelet Green Max,Wavelet Green Min,Wavelet Green Mode,Wavelet Green Midpoint,Wavelet Green Var
25.00000,-1615.17110,118344.41870,84044186.00000,0.72867,0.72867,42022093.36000,70500000000000000000000.00000,18.00000,1772.01801,120809.18210,84659482.00000,4.89839,4.89839,42329743.45000,75500000000000000000000.00000,25.00000,-1446.88852,118033.49180,84029914.00000,-2.73825,-2.73825,42014955.63000,69900000000000000000000.00000,86343.93102,86976.06369,86329.26849,2.78086,3.16850,0.62736,8.00000,0.00000,0.12549,4.00000,6.30379,2.80110,2.80331,0.70446,8.00000,0.00000,0.06275,4.00000,7.94147,2.78038,3.24706,0.61999,8.00000,0.00000,0.12549,4.00000,6.14269
52.00000,-659.30731,155694.66060,147194910.00000,-0.30951,-0.30951,73597454.85000,265000000000000000000000.00000,41.00000,-667.07531,149631.75220,126412567.00000,0.30618,0.30618,63206283.65000,173000000000000000000000.00000,52.00000,-777.92424,157118.59000,151139255.00000,-0.03623,-0.03623,75569627.48000,290000000000000000000000.00000,124985.03210,107338.48570,128334.22460,3.31256,1.74975,0.76857,7.30980,0.33725,1.02010,3.82353,5.85428,2.84212,1.35196,0.86687,7.58235,0.00637,0.14118,3.79436,8.85890,3.40174,1.95245,0.73999,7.34902,0.33725,0.43137,3.84314,5.66485
36.00000,1273.51159,86200.61992,52900867.00000,0.16691,0.16691,26450433.58000,24600000000000000000000.00000,25.00000,-2941.74488,85782.02399,51140308.00000,0.48567,0.48567,25570154.24000,22200000000000000000000.00000,37.00000,2982.55702,86400.71785,53392211.00000,1.36858,1.36858,26696106.18000,25400000000000000000000.00000,71105.62813,68739.20843,71766.05820,2.98476,3.23039,0.51647,7.66863,0.30686,0.39216,3.98775,3.24671,2.88499,2.92549,0.54084,7.99951,0.18529,0.37598,4.09240,3.62394,3.01291,3.29314,0.51161,7.70000,0.35049,0.44706,4.02525,3.16112
141.00000,1685.93031,25608.67944,4415969.00000,-5.67550,-5.67550,2207981.66200,56000000000000000000.00000,129.00000,1748.09263,22632.76418,3670210.00000,3.11648,3.11648,1835106.55800,28500000000000000000.00000,143.00000,534.24889,25562.76988,4407324.00000,-8.32273,-8.32273,2203657.83900,55500000000000000000.00000,24315.00455,20208.74078,24267.40385,4.15226,3.85049,0.56802,7.68529,0.96667,0.96667,4.32598,2.34948,3.43282,2.95956,0.70044,7.68480,0.56078,0.56078,4.12279,4.55075,4.14591,3.78456,0.58542,7.68480,0.89167,0.89167,4.28824,2.45170
171.00000,3004.77478,238283.45350,317735536.00000,-0.50698,-0.50698,158867767.70000,2710000000000000000000000.00000,226.00000,-1175.36500,264426.15270,345658068.00000,-2.27015,-2.27015,172829032.90000,3840000000000000000000000.00000,179.00000,-4499.08172,238567.81100,314392167.00000,-3.52577,-3.52577,157196081.70000,2630000000000000000000000.00000,212054.39000,230689.68510,209823.04980,4.45170,4.24412,0.55554,7.83284,0.09902,7.46667,3.96593,3.78225,4.84346,4.23039,0.75836,7.81569,0.10147,7.62353,3.95858,7.63365,4.40589,3.99412,0.58347,7.83824,0.08235,7.52941,3.96029,4.16042
67.00000,874.00681,123683.94020,88889888.00000,-6.94285,-6.94285,44444940.53000,152000000000000000000000.00000,40.00000,-1991.15157,118054.66180,80959288.00000,-0.04830,-0.04830,40479643.98000,120000000000000000000000.00000,76.00000,1491.35878,124919.81360,90555042.00000,-1.43855,-1.43855,45277520.28000,158000000000000000000000.00000,114216.80970,104026.58620,116356.40720,4.60437,4.64240,0.28570,7.42010,0.02402,2.13284,3.72206,0.66732,4.19403,3.83578,0.35664,7.42990,0.02402,1.34118,3.72696,1.43820,4.69022,4.61005,0.29679,7.43480,0.02402,2.69020,3.72941,0.58141
64.00000,-447.56676,64786.27685,24771013.00000,-0.35082,-0.35082,12385506.32000,4790000000000000000000.00000,30.00000,-722.32994,59735.03189,20055894.00000,3.54619,3.54619,10027948.77000,2520000000000000000000.00000,71.00000,400.20225,65957.89319,25552872.00000,5.05486,5.05486,12776438.53000,5310000000000000000000.00000,53567.24296,43370.81195,55258.01076,3.62731,3.21127,0.59918,8.00000,0.00000,0.03137,4.00000,5.89502,2.93662,1.77316,0.71055,8.00000,0.00000,0.03137,4.00000,10.14780,3.74159,3.49044,0.61182,8.00000,0.00000,0.03137,4.00000,6.08112
95.00000,-383.42851,71823.88325,32432422.00000,-1.56813,-1.56813,16216210.22000,6710000000000000000000.00000,77.00000,-392.30525,67789.79332,29048385.00000,0.97573,0.97573,14524192.99000,4930000000000000000000.00000,90.00000,380.00770,71178.42424,31849945.00000,0.23949,0.23949,15924972.62000,6350000000000000000000.00000,64987.91768,58207.00203,63820.75331,4.06629,3.58284,0.34237,7.95588,0.46275,0.58971,4.20931,1.02490,3.63997,2.95147,0.50195,7.90098,0.04853,0.04853,3.97475,3.04447,3.99238,3.50000,0.36203,7.98725,0.34902,0.34902,4.16814,1.18667
77.00000,1376.83586,74124.07440,39810391.00000,1.90639,1.90639,19905196.45000,10000000000000000000000.00000,40.00000,-1233.85020,61343.82212,28828929.00000,-6.25682,-6.25682,14414461.37000,3150000000000000000000.00000,84.00000,1228.81743,76292.01158,41596523.00000,1.81138,1.81138,20798262.41000,11900000000000000000000.00000,64554.48616,46747.51117,67450.78611,3.27457,2.53284,0.60803,7.98333,0.04118,0.04118,4.01225,2.83014,2.36915,1.69902,0.76636,7.97157,0.00931,0.02353,3.99044,5.73025,3.42156,2.51961,0.58297,7.98333,0.03824,2.22696,4.01078,2.53724
104.00000,-43.95942,68066.44376,29623443.00000,3.34424,3.34424,14811723.17000,7250000000000000000000.00000,83.00000,-780.31705,58977.05216,25124322.00000,-2.96197,-2.96197,12562159.52000,3750000000000000000000.00000,106.00000,-624.04702,66835.39047,29083883.00000,0.84428,0.84428,14541941.92000,6740000000000000000000.00000,65589.33433,55627.82002,64394.69327,4.53821,4.95662,0.29058,7.90196,0.25098,1.67059,4.07647,0.38961,3.84790,4.00809,0.31625,7.92892,0.24853,0.24853,4.08873,0.47674,4.45558,4.77206,0.28858,7.91863,0.19657,0.19657,4.05760,0.39938
8.00000,-854.00304,34643.62179,8296539.00000,-6.47735,-6.47735,4148266.26100,137000000000000000000.00000,6.00000,-1138.78495,34767.83590,8071931.00000,-9.27149,-9.27149,4035960.86400,133000000000000000000.00000,8.00000,1501.76390,34496.63517,8263108.00000,13.02831,13.02831,4131560.51400,134000000000000000000.00000,23282.11647,22651.81151,23188.30091,2.04059,0.31078,0.76478,7.82010,0.23382,0.25098,4.02696,5.38173,1.98507,0.24975,0.85168,7.85833,0.16029,0.18824,4.00931,6.83715,2.03241,0.30833,0.76339,7.85147,0.22794,0.25098,4.03971,5.31256
68.00000,557.69053,64631.39599,26838789.00000,1.09337,1.09337,13419395.05000,4510000000000000000000.00000,2.00000,-692.54447,52362.49536,17388876.00000,-2.15576,-2.15576,8694436.92200,1200000000000000000000.00000,71.00000,-610.34592,65745.92832,27632042.00000,3.29118,3.29118,13816022.65000,4990000000000000000000.00000,55755.25953,36123.88377,57403.17393,3.62445,3.71728,0.27156,8.00000,0.10980,1.16078,4.05490,1.27166,2.34332,1.88297,0.46306,8.00000,0.01029,0.02843,4.00515,3.20158,3.73203,3.75539,0.24583,8.00000,0.11373,0.11373,4.05686,1.05404
52.00000,1097.99537,73203.74126,36249023.00000,3.00522,3.00522,18124513.00000,9730000000000000000000.00000,73.00000,-1775.84670,62689.81149,23569254.00000,0.27176,0.27176,11784627.14000,2230000000000000000000.00000,52.00000,4.09318,71428.22060,35424790.00000,11.16545,11.16545,17712400.58000,8910000000000000000000.00000,67247.84820,43724.80922,65718.76159,3.90400,3.52990,0.29858,7.74853,0.34510,0.34510,4.04681,0.62024,2.53398,0.66275,0.58745,7.83971,0.00000,0.01618,3.91985,4.57209,3.81553,3.56863,0.30371,7.73775,0.37010,0.42059,4.05392,0.66647
152.00000,1391.56301,225776.32640,289858211.00000,-0.76647,-0.76647,144929105.10000,2510000000000000000000000.00000,237.00000,-1544.89496,287230.80010,366739554.00000,1.37419,1.37419,183369777.70000,6610000000000000000000000.00000,163.00000,1661.77856,233310.33460,299974408.00000,-0.84170,-0.84170,149987203.60000,2890000000000000000000000.00000,218799.05330,276832.82440,226435.25000,5.17583,5.30196,0.55449,8.00000,0.00294,5.20784,4.00147,1.95455,6.54665,7.58333,0.47306,8.00000,0.00294,7.81176,4.00147,2.75779,5.35632,5.60882,0.52685,8.00000,0.00294,5.55294,4.00147,1.98351
64.00000,343.48983,133629.15840,139468118.00000,-0.69135,-0.69135,69734058.65000,286000000000000000000000.00000,41.00000,750.16027,114407.94770,113940215.00000,1.08832,1.08832,56970108.04000,129000000000000000000000.00000,61.00000,409.44417,131905.11870,136088750.00000,0.05568,0.05568,68044375.03000,262000000000000000000000.00000,118205.54560,96569.49183,115341.37820,3.14228,3.28529,0.26508,7.90196,0.21176,0.93333,4.05686,0.64308,2.56484,2.23088,0.24723,7.89657,0.02647,0.56961,3.96152,0.60557,3.06572,3.16225,0.28587,7.91078,0.17647,0.29069,4.04363,0.78943
17.00000,1774.03760,213053.82280,307963718.00000,0.75444,0.75444,153981859.40000,2040000000000000000000000.00000,12.00000,1067.81029,210907.66600,293094930.00000,0.97023,0.97023,146547465.50000,1830000000000000000000000.00000,12.00000,-830.51058,215111.65920,308600910.00000,-1.14245,-1.14245,154300454.40000,2070000000000000000000000.00000,177837.46890,169251.30290,178205.42340,3.21831,2.85233,0.52001,7.87206,0.10294,0.62745,3.98750,2.32778,3.06212,2.30613,0.59457,7.99951,0.16225,0.47059,4.08088,3.32374,3.22490,2.92120,0.52451,7.97255,0.09314,0.50196,4.03284,2.59255
34.00000,-3034.19066,96313.42007,60209973.00000,-7.16110,-7.16110,30104982.92000,39100000000000000000000.00000,43.00000,3359.45221,87181.87144,49210957.00000,0.91291,0.91291,24605478.96000,19300000000000000000000.00000,35.00000,-5311.81755,98441.89786,63084530.00000,-2.66520,-2.66520,31542263.67000,46300000000000000000000.00000,83116.02411,67932.58466,87084.16654,3.59149,2.83836,0.51459,7.96667,0.23088,0.23088,4.09877,3.65939,2.92834,1.99301,0.64304,7.99608,0.16912,0.21471,4.08260,6.47987,3.76417,3.00306,0.46699,7.98480,0.08725,0.50637,4.03603,2.92911
26.00000,1046.31396,84548.12939,52637861.00000,-13.67444,-13.67444,26318923.66000,27700000000000000000000.00000,7.00000,-1672.68569,76177.16262,37994576.00000,3.74453,3.74453,18997289.87000,10700000000000000000000.00000,39.00000,-1867.01726,90300.21359,59937341.00000,-6.11906,-6.11906,29968667.44000,43500000000000000000000.00000,71871.02660,51877.28244,81837.63830,3.07614,2.61127,0.70140,7.82794,0.10980,1.25441,3.96887,3.43423,2.21878,0.26667,0.91271,7.93088,0.06324,0.13333,3.99706,6.25647,3.50381,3.49706,0.61284,7.82941,0.10637,1.03529,3.96789,2.59756
255.00000,818.91722,201739.42000,165165339.00000,3.93268,3.93268,82582671.47000,1400000000000000000000000.00000,255.00000,986.13073,197436.92260,160903837.00000,2.73808,2.73808,80451919.87000,1260000000000000000000000.00000,255.00000,-474.27696,201957.62840,165361188.00000,-0.86833,-0.86833,82680593.57000,1410000000000000000000000.00000,201201.33220,196010.05000,201439.91170,7.69124,7.98824,0.32151,8.00000,1.45784,8.00000,4.72892,0.21630,7.49404,7.98824,0.33964,8.00000,1.33039,8.00000,4.66520,0.38108,7.70031,7.98824,0.32726,8.00000,1.44657,8.00000,4.72328,0.21688
24.00000,-916.55547,83450.06916,40186188.00000,0.61913,0.61913,20093094.31000,15700000000000000000000.00000,10.00000,-157.86113,84296.03834,39417966.00000,0.49082,0.49082,19708983.25000,15000000000000000000000.00000,22.00000,278.10715,83575.67813,39904509.00000,0.09681,0.09681,19952254.55000,15300000000000000000000.00000,78323.59656,76826.31819,77774.59917,4.77093,5.77353,0.42708,7.77108,0.38235,0.64265,4.07672,0.91940,4.67272,6.05490,0.55468,7.85049,0.08873,0.08873,3.96961,2.40159,4.73564,5.84510,0.46851,7.80245,0.30196,0.30196,4.05221,1.22281
126.00000,25.30426,74258.94419,38495084.00000,5.69721,5.69721,19247544.85000,14000000000000000000000.00000,112.00000,2597.97571,63102.66805,31358255.00000,-1.31070,-1.31070,15679126.84000,6400000000000000000000.00000,118.00000,2605.27792,72730.12094,37251157.00000,0.98950,0.98950,18625578.99000,12400000000000000000000.00000,69868.17879,56914.90807,67610.46417,3.95908,3.85858,0.31989,8.00000,0.12892,0.12892,4.06446,0.83229,3.22204,2.80686,0.36769,8.00000,0.04461,0.04461,4.02230,1.27630,3.82989,3.63211,0.36233,8.00000,0.09069,0.09069,4.04534,1.15608
31.00000,944.78442,67758.83466,22792581.00000,-3.23516,-3.23516,11396288.88000,5620000000000000000000.00000,10.00000,-517.01728,63963.09583,20992039.00000,-3.50170,-3.50170,10496017.75000,4110000000000000000000.00000,28.00000,-922.80188,68874.92787,23267565.00000,3.15418,3.15418,11633784.08000,6060000000000000000000.00000,53596.52737,49362.57077,54713.44751,3.92830,5.81667,0.72281,7.80980,0.02647,0.08725,3.91814,4.84964,3.61834,5.09681,0.76616,7.85441,0.00588,0.02451,3.93015,5.19702,4.00966,6.02206,0.73567,7.96618,0.02647,0.03824,3.99632,5.37975
55.00000,490.59878,180829.00720,181080416.00000,-0.62588,-0.62588,90540207.69000,1070000000000000000000000.00000,41.00000,-1070.50193,162913.12970,159493790.00000,0.50963,0.50963,79746895.25000,651000000000000000000000.00000,56.00000,-1347.26713,186919.01210,187569801.00000,0.15982,0.15982,93784900.58000,1230000000000000000000000.00000,173104.45490,152468.64460,179308.00520,5.18879,5.63983,0.52286,7.99216,0.05637,5.20784,4.02426,1.73688,4.57061,5.05233,0.49693,7.99216,0.01912,7.74902,4.00564,1.88992,5.37482,5.90993,0.54392,7.99804,0.05686,7.78039,4.02745,1.82522
49.00000,-3128.13875,82851.93980,49113651.00000,0.29305,0.29305,24556825.65000,19100000000000000000000.00000,33.00000,-1055.84914,77716.88026,41407736.00000,-3.81105,-3.81105,20703866.09000,11800000000000000000000.00000,51.00000,-1818.04477,84233.98721,50475509.00000,-1.13448,-1.13448,25237753.93000,20900000000000000000000.00000,68878.83318,58071.76788,70788.75411,3.02265,2.15368,0.52263,7.92843,0.06324,0.38480,3.99583,2.83879,2.54540,1.42328,0.64659,7.97451,0.06765,1.05980,4.02108,5.06960,3.10730,2.24608,0.51121,7.92647,0.05294,0.25882,3.98971,2.68576
84.00000,-1668.45528,114937.45450,78489937.00000,0.47547,0.47547,39244968.74000,87100000000000000000000.00000,88.00000,-2164.64619,116240.87480,78634572.00000,1.04410,1.04410,39317286.52000,88400000000000000000000.00000,85.00000,42.94009,115289.55070,78670907.00000,1.32134,1.32134,39335454.16000,88000000000000000000000.00000,105021.89300,105215.41900,105264.03630,4.39576,3.96814,0.57205,7.94314,0.58725,7.93725,4.26520,2.94804,4.40374,3.94657,0.61545,8.00000,0.42500,8.00000,4.21250,3.76898,4.40593,3.95833,0.58022,8.00000,0.60294,1.38039,4.30147,3.05623
6.00000,1610.14360,74435.95545,40921271.00000,1.54333,1.54333,20460636.27000,9220000000000000000000.00000,0.00000,1512.49708,71531.46270,36250286.00000,-4.20322,-4.20322,18125140.90000,6240000000000000000000.00000,10.00000,-1681.67000,74934.16438,41803594.00000,-1.28610,-1.28610,20901796.36000,10000000000000000000000.00000,60335.97503,53448.88605,61636.90770,2.78435,2.47010,0.45767,7.30980,0.05637,0.06275,3.68309,1.54391,2.46435,1.98578,0.55759,7.51422,0.00000,0.00000,3.75711,2.32646,2.84410,2.52451,0.44455,7.29608,0.07696,0.12745,3.68652,1.48580
63.00000,-2490.95181,183254.00890,209540128.00000,-1.57109,-1.57109,104770063.20000,1190000000000000000000000.00000,26.00000,1343.55808,155480.04360,155327126.00000,-0.38337,-0.38337,77663562.81000,440000000000000000000000.00000,71.00000,2114.46421,190827.63370,221437572.00000,-0.14382,-0.14382,110718785.90000,1460000000000000000000000.00000,172037.67950,127527.45060,181805.77820,4.42930,3.91250,0.51593,7.82794,0.27108,3.67059,4.04951,1.87029,3.28088,2.09975,0.73243,7.95343,0.16569,0.69020,4.05956,5.90955,4.68127,4.31373,0.47346,7.81373,0.21127,4.07843,4.01250,1.39075
235.00000,-3331.00193,202031.33700,205071523.00000,-1.80888,-1.80888,102535760.60000,1160000000000000000000000.00000,214.00000,5591.67732,199728.03190,199651412.00000,-4.33976,-4.33976,99825703.83000,1050000000000000000000000.00000,240.00000,1491.15132,201531.97710,204204172.00000,0.12759,0.12759,102102086.10000,1140000000000000000000000.00000,193961.49990,188835.03060,193141.13880,5.75896,6.59142,0.25760,7.74020,0.20539,3.27059,3.97279,0.77414,5.60829,6.29559,0.31360,7.74510,0.08431,7.24755,3.91471,1.40818,5.73462,6.53995,0.26429,7.71471,0.21569,7.12157,3.96520,0.85633
72.00000,-25.96115,131537.96460,125350865.00000,-0.56906,-0.56906,62675432.22000,202000000000000000000000.00000,47.00000,105.33749,120956.98430,105157261.00000,-0.71621,-0.71621,52578630.14000,107000000000000000000000.00000,77.00000,424.73902,133497.27870,128999863.00000,0.02174,0.02174,64499931.51000,225000000000000000000000.00000,117073.77580,98213.58315,120481.82550,3.41886,2.78162,0.47909,8.00000,0.56471,8.00000,4.28235,1.94799,2.86516,2.29645,0.52222,8.00000,0.03529,8.00000,4.01765,3.09455,3.51956,2.95208,0.46499,8.00000,0.58039,8.00000,4.29020,1.73665
46.00000,-1019.19784,60860.60953,24160037.00000,-1.63897,-1.63897,12080017.68000,4190000000000000000000.00000,34.00000,199.13188,59295.42157,22534825.00000,3.09838,3.09838,11267414.05000,3360000000000000000000.00000,51.00000,-746.15231,61807.59823,24672702.00000,4.53756,4.53756,12336353.27000,4530000000000000000000.00000,50986.88414,47557.06754,52068.80264,3.37278,2.54216,0.47101,7.94755,0.28480,0.40000,4.11618,2.60667,3.14388,2.17157,0.54202,7.98088,0.12010,0.12010,4.05049,3.92850,3.44385,2.69853,0.48118,7.99069,0.13971,0.13971,4.06520,2.72358
37.00000,-2055.16228,137637.72300,123429431.00000,-1.69629,-1.69629,61714714.65000,215000000000000000000000.00000,14.00000,1124.46920,124653.78940,105882682.00000,4.90128,4.90128,52941343.45000,123000000000000000000000.00000,41.00000,1041.84873,136645.36600,122392779.00000,-4.07239,-4.07239,61196387.46000,208000000000000000000000.00000,125739.09530,107864.00400,124683.04500,4.00281,4.44657,0.46365,7.99902,0.00196,5.06618,4.00049,0.70594,3.42990,3.87230,0.53325,7.99902,0.00882,0.50000,4.00392,1.14173,3.96932,4.39167,0.46749,7.99902,0.00196,1.37157,4.00049,0.74450
97.00000,2528.08612,131010.81140,98014206.00000,-6.58974,-6.58974,49007099.71000,210000000000000000000000.00000,46.00000,2819.65373,121286.29060,85783408.00000,-4.84717,-4.84717,42891701.58000,130000000000000000000000.00000,110.00000,54.53009,133203.34770,100477102.00000,-7.04514,-7.04514,50238547.48000,230000000000000000000000.00000,123306.35730,107919.45360,126404.79310,4.86858,5.55098,0.45015,8.00000,1.03333,8.00000,4.51667,1.22000,4.26227,5.42181,0.58510,8.00000,0.85833,8.00000,4.42917,3.30519,4.99058,5.53150,0.41998,8.00000,1.06520,8.00000,4.53260,0.91702
63.00000,-450.20124,64950.01348,32161552.00000,-0.87933,-0.87933,16080775.56000,6640000000000000000000.00000,88.00000,110.52973,67691.88634,33464402.00000,-0.38728,-0.38728,16732200.81000,8120000000000000000000.00000,70.00000,-49.21242,66290.01548,33135692.00000,-2.59833,-2.59833,16567844.70000,7460000000000000000000.00000,60483.32964,62933.48210,62315.30686,3.58592,3.77770,0.54341,7.58431,0.36814,1.27010,3.97623,2.54467,3.73574,3.60196,0.41543,7.76422,0.11814,5.08235,3.94118,1.20043,3.69435,3.70662,0.49470,7.56078,0.36225,1.39559,3.96152,1.98039
77.00000,-1767.41319,126852.95460,95277325.00000,-3.32119,-3.32119,47638660.84000,157000000000000000000000.00000,40.00000,2254.13667,122856.90330,88762182.00000,-4.14546,-4.14546,44381088.93000,122000000000000000000000.00000,91.00000,1685.94838,127587.77270,96315621.00000,-5.88276,-5.88276,48157807.56000,163000000000000000000000.00000,114388.51540,106566.53320,115635.07780,4.29984,5.72721,0.43321,8.00000,0.23431,8.00000,4.11716,1.95672,4.00406,5.61887,0.58576,8.00000,0.18725,8.00000,4.09363,3.83546,4.34731,5.73946,0.42445,8.00000,0.23431,8.00000,4.11716,1.86219
31.00000,-1065.61254,81499.99411,46568509.00000,1.97812,1.97812,23284255.49000,18900000000000000000000.00000,20.00000,1095.00328,67163.66019,34755195.00000,-4.42136,-4.42136,17377595.29000,7470000000000000000000.00000,34.00000,-1421.54659,82006.05429,46872084.00000,-3.61379,-3.61379,23436040.19000,19500000000000000000000.00000,68273.46470,50954.12393,68718.53192,3.12918,4.07059,0.43990,6.97990,0.22549,0.42304,3.60270,1.95440,2.33825,2.05686,0.46811,6.93333,0.01225,0.01225,3.47279,2.00668,3.14985,4.11716,0.45541,7.00686,0.22157,0.44608,3.61422,2.09642
96.00000,-2138.86151,366656.06470,982951640.00000,0.59813,0.59813,491475820.30000,33800000000000000000000000.00000,101.00000,3526.64962,356831.61490,950254824.00000,1.12933,1.12933,475127412.60000,29700000000000000000000000.00000,100.00000,2377.85038,368484.03350,990568079.00000,1.62738,1.62738,495284040.30000,34800000000000000000000000.00000,335510.61920,324350.22380,338110.33630,3.59165,3.39755,0.21219,8.00000,0.19461,2.14167,4.09730,0.41123,3.47202,3.25294,0.20421,8.00000,0.09706,1.10294,4.04853,0.39733,3.61947,3.44853,0.20493,8.00000,0.23333,1.07794,4.11667,0.37299
28.00000,-1902.75998,77571.41620,49157374.00000,-5.46403,-5.46403,24578684.27000,12900000000000000000000.00000,23.00000,2882.94044,68831.91113,40302368.00000,-1.98458,-1.98458,20151183.01000,6830000000000000000000.00000,29.00000,-1540.82274,78809.37147,50158266.00000,-4.85421,-4.85421,25079130.57000,13900000000000000000000.00000,63817.07004,52321.32704,65116.44773,2.59343,2.27108,0.33784,7.13627,0.21078,0.34510,3.67353,1.04645,2.12580,1.40417,0.44359,7.36667,0.02010,0.19608,3.69338,1.74237,2.64662,2.26520,0.35185,7.24804,0.23333,0.51765,3.74069,1.13335
16.00000,294.17839,43401.51502,13603531.00000,4.53384,4.53384,6801767.76700,630000000000000000000.00000,5.00000,1230.13778,39064.97973,11071055.00000,1.58697,1.58697,5535528.29300,357000000000000000000.00000,20.00000,29.28372,43136.77995,13885238.00000,6.70039,6.70039,6942622.35000,656000000000000000000.00000,31986.79909,26032.03624,32649.19367,2.34987,1.00000,0.82130,7.78775,0.16078,0.16863,3.97426,5.05174,1.91304,0.49681,0.89791,7.80049,0.06667,0.09314,3.93358,6.35170,2.39838,1.18407,0.77876,7.79069,0.19216,0.20000,3.99142,4.36221
76.00000,-875.36698,65538.30788,29940250.00000,-0.41002,-0.41002,14970124.79000,6090000000000000000000.00000,57.00000,-442.60260,61201.05850,26463147.00000,3.72999,3.72999,13231575.36000,3920000000000000000000.00000,84.00000,-709.17949,66777.90114,30862016.00000,3.20024,3.20024,15431009.60000,6840000000000000000000.00000,59973.89209,53008.84003,61820.29934,3.74713,3.19804,0.48854,7.65539,0.62108,0.62108,4.13824,1.51071,3.30700,2.55515,0.58863,7.81765,0.31912,0.31912,4.06838,2.87469,3.86303,3.43333,0.47240,7.65539,0.66618,0.66618,4.16078,1.33296
33.00000,1135.64005,109311.67440,67297202.00000,-3.30432,-3.30432,33648599.35000,69900000000000000000000.00000,29.00000,1315.49901,103386.92840,61304992.00000,2.24633,2.24633,30652497.12000,49600000000000000000000.00000,33.00000,-2423.50538,109938.33520,67996507.00000,0.53624,0.53624,33998253.77000,72700000000000000000000.00000,92952.29113,84675.72640,93918.18569,4.03094,4.95637,0.45420,7.90588,0.09412,6.27451,4.00000,1.54651,3.67351,4.49559,0.48457,7.92892,0.00000,1.03529,3.96446,1.75690,4.07273,5.26127,0.45450,8.00000,0.02402,0.81569,4.01201,1.58693
3.00000,975.96134,131823.22140,103406929.00000,1.42060,1.42060,51703465.21000,154000000000000000000000.00000,7.00000,705.74119,133238.02010,101429082.00000,1.98657,1.98657,50714541.99000,147000000000000000000000.00000,3.00000,1010.31300,129021.01610,100162085.00000,-0.49877,-0.49877,50081042.25000,139000000000000000000000.00000,99503.36382,97600.17966,96381.01123,3.01288,3.18186,0.65421,6.80784,0.00000,0.00000,3.40392,3.52502,2.95620,2.30172,0.72052,7.67108,0.00000,0.00000,3.83554,5.05323,2.91878,2.46985,0.66299,6.83725,0.00000,0.17255,3.41863,3.80495
22.00000,-176.52698,98566.01393,63268337.00000,-1.26887,-1.26887,31634167.87000,39400000000000000000000.00000,15.00000,-457.25046,97017.52797,60544990.00000,3.28735,3.28735,30272496.64000,34100000000000000000000.00000,26.00000,-1137.12383,99503.81293,64391246.00000,2.03886,2.03886,32195624.02000,41900000000000000000000.00000,84751.94830,81103.85235,86256.15609,3.55712,4.52757,0.50036,6.93382,0.11814,0.50980,3.52598,1.70210,3.40160,4.19816,0.55444,7.38922,0.11127,0.28922,3.75025,2.05062,3.62015,4.54461,0.47252,7.05098,0.11863,0.32157,3.58480,1.52182
59.00000,69.37612,45132.53353,13575660.00000,-1.95574,-1.95574,6787829.02200,833000000000000000000.00000,55.00000,44.84537,42965.74839,12189620.00000,2.71000,2.71000,6094811.35500,575000000000000000000.00000,61.00000,-284.29879,45758.28235,13987081.00000,-5.26777,-5.26777,6993537.86600,926000000000000000000.00000,41058.13547,36866.20535,42302.43440,3.86322,3.00049,0.36325,7.91275,0.92647,0.92647,4.41961,0.85718,3.45018,3.02108,0.43672,7.96373,0.09608,0.53922,4.02990,1.85186,3.98634,3.01887,0.34573,7.90784,1.11176,1.11176,4.50980,0.69214
37.00000,669.33160,111906.37070,79107991.00000,2.33934,2.33934,39553996.67000,71900000000000000000000.00000,30.00000,1005.50456,108183.57070,76189848.00000,4.80358,4.80358,38094926.40000,61500000000000000000000.00000,38.00000,1273.34323,112936.43320,79822371.00000,-0.68299,-0.68299,39911185.16000,74700000000000000000000.00000,98441.46316,94810.14523,99330.43293,3.81960,3.12941,0.38170,8.00000,0.11912,8.00000,4.05956,1.36595,3.67821,3.27402,0.44074,8.00000,0.10882,8.00000,4.05441,1.90116,3.85396,3.14608,0.38160,8.00000,0.11912,8.00000,4.05956,1.33832
