Red,Green,Blue,Gray_Average,Gray_Median,Gray_SD,Gray_Max,Gray_Min,Gray_Skewness,Gray_Kurtusis,Gray_IQR,Area_Mean,Area_SD,BoundingBox_Mean,BoundingBox_SD,BoundingBox_Skewness,BoundingBox_Kurtusis,Eccentricity_Mean,Eccentricity_SD,FilledArea_Mean,FilledArea_SD,Area,Entropy,Above_Red,Above_Green,Above_Blue,Below_Red,Below_Green,Below_Blue,Target
104.16,102.91,97.73,0.02,0.00,0.06,1.00,0.00,1.80,13.38,0.00,3394.00,0.00,190.50,215.76,0.01,1.01,0.84,0.00,3468.00,0.00,160000.00,0.15,69149.00,90851.00,69950.00,90050.00,67897.00,92103.00,1.00
111.97,120.21,93.77,0.08,0.00,0.06,1.00,0.00,0.32,2.70,0.00,12707.00,0.00,199.75,228.92,0.00,1.00,0.51,0.00,14799.00,0.00,160000.00,0.40,62507.00,97493.00,61244.00,98756.00,57891.00,102109.00,1.00
81.89,111.74,70.83,0.02,0.00,0.08,1.00,0.00,0.50,1.65,0.00,2743.00,0.00,195.25,156.69,0.01,1.03,0.53,0.00,3099.00,0.00,160000.00,0.13,71019.00,88981.00,70837.00,89163.00,66650.00,93350.00,1.00
246.96,245.40,238.78,0.02,0.00,0.05,1.00,0.00,1.11,8.14,0.00,2946.00,0.00,194.00,222.33,0.00,1.00,0.96,0.00,2990.00,0.00,160000.00,0.13,122640.00,37360.00,119747.00,40253.00,119036.00,40964.00,1.00
155.88,151.58,149.73,0.05,0.00,0.10,1.00,0.00,4.50,64.17,0.00,8524.00,0.00,199.75,188.98,0.00,1.11,0.65,0.00,8702.00,0.00,160000.00,0.30,84063.00,75937.00,86980.00,73020.00,89934.00,70066.00,1.00
143.78,122.71,103.30,0.04,0.00,0.06,1.00,0.00,2.82,41.77,0.00,7019.00,0.00,199.75,228.92,0.00,1.00,0.50,0.00,7581.00,0.00,160000.00,0.26,80859.00,79141.00,73710.00,86290.00,69469.00,90531.00,1.00
124.58,128.66,116.08,0.01,0.00,0.07,1.00,0.00,0.02,1.34,0.00,2286.00,0.00,196.75,193.19,0.00,1.00,0.69,0.00,2672.00,0.00,160000.00,0.11,86635.00,73365.00,87477.00,72523.00,81881.00,78119.00,1.00
161.36,171.41,145.75,0.02,0.00,0.08,1.00,0.00,0.38,2.58,0.00,3077.00,0.00,199.75,221.54,0.00,1.00,0.78,0.00,3547.00,0.00,160000.00,0.14,100296.00,59704.00,103280.00,56720.00,84618.00,75382.00,1.00
97.11,99.28,81.45,0.08,0.00,0.05,1.00,0.00,0.25,5.22,0.00,12874.00,0.00,199.75,228.92,0.00,1.00,0.48,0.00,14427.00,0.00,160000.00,0.40,52538.00,107462.00,50641.00,109359.00,45690.00,114310.00,1.00
139.71,140.84,140.78,0.03,0.00,0.05,1.00,0.00,1.09,7.62,0.00,4621.00,0.00,199.75,222.10,0.00,1.00,0.61,0.00,5687.00,0.00,160000.00,0.19,64856.00,95144.00,61824.00,98176.00,60689.00,99311.00,1.00
89.08,90.88,78.81,0.04,0.00,0.04,1.00,0.00,0.56,4.65,0.00,7031.00,0.00,199.75,228.92,0.00,1.00,0.51,0.00,7167.00,0.00,160000.00,0.26,76694.00,83306.00,73432.00,86568.00,72266.00,87734.00,1.00
139.43,149.27,104.70,0.03,0.00,0.05,1.00,0.00,1.98,23.24,0.00,4356.00,0.00,199.75,210.73,0.00,1.03,0.72,0.00,4427.00,0.00,160000.00,0.18,51573.00,108427.00,50290.00,109710.00,47540.00,112460.00,1.00
186.89,182.68,178.61,0.09,0.00,0.06,1.00,0.00,0.20,2.32,0.00,13738.00,0.00,199.75,228.92,0.00,1.00,0.41,0.00,17786.00,0.00,160000.00,0.42,102627.00,57373.00,100552.00,59448.00,97370.00,62630.00,1.00
109.99,112.53,91.73,0.04,0.00,0.05,1.00,0.00,1.47,21.02,0.00,6653.00,0.00,199.75,228.92,0.00,1.00,0.57,0.00,7210.00,0.00,160000.00,0.25,61136.00,98864.00,58998.00,101002.00,59784.00,100216.00,1.00
105.89,109.88,100.37,0.05,0.00,0.04,1.00,0.00,0.70,11.47,0.00,7670.00,0.00,199.75,228.92,0.00,1.00,0.42,0.00,8423.00,0.00,160000.00,0.28,65963.00,94037.00,63509.00,96491.00,62513.00,97487.00,1.00
137.16,127.02,109.88,0.04,0.00,0.07,1.00,0.00,3.00,18.61,0.00,5860.00,0.00,192.00,217.35,0.01,1.01,0.42,0.00,6184.00,0.00,160000.00,0.23,88010.00,71990.00,84837.00,75163.00,85344.00,74656.00,1.00
154.84,159.02,135.77,0.02,0.00,0.06,1.00,0.00,1.71,19.79,0.00,3536.00,0.00,190.75,208.97,0.00,1.01,0.51,0.00,3880.00,0.00,160000.00,0.15,84274.00,75726.00,82584.00,77416.00,83135.00,76865.00,1.00
105.25,117.19,118.36,0.03,0.00,0.09,1.00,0.00,1.75,8.30,0.00,4935.00,0.00,199.50,196.64,0.00,1.13,0.70,0.00,5205.00,0.00,160000.00,0.20,58069.00,101931.00,79096.00,80904.00,78328.00,81672.00,1.00
137.97,138.83,127.94,0.03,0.00,0.05,1.00,0.00,1.08,7.59,0.00,4399.00,0.00,199.75,228.92,0.00,1.00,0.58,0.00,4898.00,0.00,160000.00,0.18,92417.00,67583.00,88132.00,71868.00,86657.00,73343.00,1.00
108.47,100.75,74.71,0.03,0.00,0.06,1.00,0.00,1.17,5.99,0.00,4881.00,0.00,199.75,228.92,0.00,1.00,0.65,0.00,5288.00,0.00,160000.00,0.20,83477.00,76523.00,80617.00,79383.00,62200.00,97800.00,1.00
114.22,115.40,110.71,0.05,0.00,0.05,1.00,0.00,1.85,24.88,0.00,7889.00,0.00,199.75,225.48,0.00,1.00,0.69,0.00,8129.00,0.00,160000.00,0.28,70586.00,89414.00,73374.00,86626.00,73726.00,86274.00,1.00
85.25,84.54,67.93,0.06,0.00,0.06,1.00,0.00,0.94,5.23,0.00,8827.00,0.00,199.75,228.92,0.00,1.00,0.54,0.00,9158.00,0.00,160000.00,0.31,72559.00,87441.00,70820.00,89180.00,61444.00,98556.00,1.00
77.45,76.77,61.21,0.02,0.00,0.07,1.00,0.00,0.38,2.23,0.00,2415.00,0.00,195.50,191.50,0.01,1.02,0.89,0.00,2615.00,0.00,160000.00,0.11,63471.00,96529.00,63126.00,96874.00,62020.00,97980.00,1.00
118.23,123.83,106.18,0.04,0.00,0.07,1.00,0.00,1.79,7.05,0.00,5729.00,0.00,199.75,218.77,0.00,1.01,0.60,0.00,5851.00,0.00,160000.00,0.22,61686.00,98314.00,57378.00,102622.00,56520.00,103480.00,1.00
130.14,129.72,116.96,0.03,0.00,0.08,1.00,0.00,0.28,2.44,0.00,4143.00,0.00,199.75,222.10,0.00,1.00,0.68,0.00,4626.00,0.00,160000.00,0.17,86065.00,73935.00,88247.00,71753.00,85193.00,74807.00,1.00
102.41,92.74,93.92,0.03,0.00,0.08,1.00,0.00,1.67,8.68,0.00,4364.00,0.00,187.00,207.94,0.02,1.03,0.53,0.00,4691.00,0.00,160000.00,0.18,82855.00,77145.00,75275.00,84725.00,75759.00,84241.00,1.00
111.40,115.55,108.64,0.02,0.00,0.07,1.00,0.00,1.02,7.73,0.00,3453.00,0.00,191.50,211.53,0.00,1.01,0.37,0.00,3766.00,0.00,160000.00,0.15,89572.00,70428.00,87042.00,72958.00,83665.00,76335.00,1.00
121.63,127.94,111.50,0.04,0.00,0.06,1.00,0.00,0.25,2.01,0.00,6378.00,0.00,199.00,225.20,0.00,1.00,0.63,0.00,10788.00,0.00,160000.00,0.24,65858.00,94142.00,63445.00,96555.00,69607.00,90393.00,1.00
122.02,123.60,117.98,0.02,0.00,0.04,1.00,0.00,1.66,9.43,0.00,2925.00,0.00,199.75,228.92,0.00,1.00,0.79,0.00,3290.00,0.00,160000.00,0.13,65204.00,94796.00,65358.00,94642.00,70245.00,89755.00,1.00
104.82,106.14,81.84,0.04,0.00,0.05,1.00,0.00,1.26,8.32,0.00,6668.00,0.00,199.75,228.92,0.00,1.00,0.57,0.00,7055.00,0.00,160000.00,0.25,50149.00,109851.00,49364.00,110636.00,47166.00,112834.00,1.00
110.82,108.81,106.41,0.07,0.00,0.03,1.00,0.00,0.49,9.17,0.00,10818.00,0.00,199.75,228.92,0.00,1.00,0.55,0.00,11769.00,0.00,160000.00,0.36,69737.00,90263.00,66064.00,93936.00,65359.00,94641.00,1.00
143.51,140.59,137.03,0.04,0.00,0.08,1.00,0.00,1.09,4.50,0.00,6220.00,0.00,198.25,227.20,0.00,1.00,0.62,0.00,6759.00,0.00,160000.00,0.24,98110.00,61890.00,93570.00,66430.00,91577.00,68423.00,1.00
133.44,139.76,132.89,0.04,0.00,0.05,1.00,0.00,2.60,76.71,0.00,6976.00,0.00,199.75,227.19,0.00,1.00,0.46,0.00,7115.00,0.00,160000.00,0.26,80806.00,79194.00,79223.00,80777.00,79996.00,80004.00,1.00
105.00,105.47,98.91,0.03,0.00,0.09,1.00,0.00,0.93,4.70,0.00,5195.00,0.00,199.75,225.48,0.00,1.00,0.63,0.00,5398.00,0.00,160000.00,0.21,89820.00,70180.00,89630.00,70370.00,84545.00,75455.00,1.00
89.32,95.20,87.01,0.01,0.00,0.06,1.00,0.00,0.27,1.75,0.00,2321.00,0.00,191.00,219.28,0.01,1.02,0.68,0.00,2586.00,0.00,160000.00,0.11,79921.00,80079.00,79898.00,80102.00,76068.00,83932.00,1.00
122.55,128.14,99.67,0.03,0.00,0.05,1.00,0.00,2.12,16.86,0.00,4532.00,0.00,199.75,228.92,0.00,1.00,0.76,0.00,4796.00,0.00,160000.00,0.19,71638.00,88362.00,70280.00,89720.00,72842.00,87158.00,1.00
101.82,91.62,83.02,0.03,0.00,0.08,1.00,0.00,0.76,6.32,0.00,4764.00,0.00,199.75,203.12,0.00,1.01,0.63,0.00,5267.00,0.00,160000.00,0.19,78918.00,81082.00,74961.00,85039.00,71986.00,88014.00,1.00
152.29,173.81,174.85,0.02,0.00,0.07,1.00,0.00,0.64,3.47,0.00,2894.00,0.00,199.75,201.15,0.00,1.09,0.71,0.00,3202.00,0.00,160000.00,0.13,87011.00,72989.00,83263.00,76737.00,81194.00,78806.00,1.00
125.61,131.49,123.85,0.05,0.00,0.09,1.00,0.00,1.18,8.44,0.00,8237.00,0.00,199.75,228.92,0.00,1.00,0.69,0.00,8931.00,0.00,160000.00,0.29,71821.00,88179.00,71898.00,88102.00,71460.00,88540.00,1.00
154.16,153.44,144.14,0.02,0.00,0.05,1.00,0.00,1.48,7.63,0.00,3062.00,0.00,199.75,210.73,0.00,1.03,0.71,0.00,3332.00,0.00,160000.00,0.14,96714.00,63286.00,92948.00,67052.00,90801.00,69199.00,1.00
104.60,110.02,90.89,0.02,0.00,0.07,1.00,0.00,1.43,5.22,0.00,3955.00,0.00,199.75,226.62,0.00,1.00,0.81,0.00,4174.00,0.00,160000.00,0.17,57882.00,102118.00,55812.00,104188.00,59756.00,100244.00,1.00
120.69,148.59,106.17,0.03,0.00,0.06,1.00,0.00,1.64,8.44,0.00,4225.00,0.00,199.75,228.92,0.00,1.00,0.52,0.00,4505.00,0.00,160000.00,0.18,84129.00,75871.00,84863.00,75137.00,82709.00,77291.00,1.00
83.82,88.07,45.59,0.12,0.00,0.04,1.00,0.00,0.37,3.79,0.00,19066.00,0.00,199.75,228.92,0.00,1.00,0.16,0.00,20507.00,0.00,160000.00,0.53,67172.00,92828.00,68960.00,91040.00,56230.00,103770.00,1.00
113.83,120.08,103.06,0.03,0.00,0.09,1.00,0.00,1.31,12.21,0.00,4585.00,0.00,193.00,202.52,0.03,1.08,0.74,0.00,4839.00,0.00,160000.00,0.19,68916.00,91084.00,67972.00,92028.00,72289.00,87711.00,1.00
127.01,151.05,91.78,0.02,0.00,0.05,1.00,0.00,0.84,4.82,0.00,3598.00,0.00,199.75,228.92,0.00,1.00,0.75,0.00,3879.00,0.00,160000.00,0.16,70214.00,89786.00,77784.00,82216.00,61871.00,98129.00,1.00
241.89,241.17,235.40,0.02,0.00,0.05,1.00,0.00,0.77,4.22,0.00,3327.00,0.00,197.00,215.38,0.00,1.00,0.93,0.00,4564.00,0.00,160000.00,0.15,117374.00,42626.00,116531.00,43469.00,117776.00,42224.00,1.00
147.04,156.97,143.61,0.04,0.00,0.06,1.00,0.00,2.12,11.14,0.00,5871.00,0.00,199.75,228.92,0.00,1.00,0.58,0.00,6077.00,0.00,160000.00,0.23,100873.00,59127.00,104280.00,55720.00,101875.00,58125.00,1.00
180.93,181.78,167.80,0.01,0.00,0.06,1.00,0.00,0.76,8.58,0.00,2136.00,0.00,197.75,195.51,0.01,1.14,0.72,0.00,2541.00,0.00,160000.00,0.10,79332.00,80668.00,80313.00,79687.00,76842.00,83158.00,1.00
111.91,107.81,105.37,0.09,0.00,0.11,1.00,0.00,0.72,5.60,0.00,14343.00,0.00,199.75,228.92,0.00,1.00,0.69,0.00,15907.00,0.00,160000.00,0.44,66273.00,93727.00,71081.00,88919.00,74741.00,85259.00,1.00
106.00,113.69,106.99,0.04,0.00,0.06,1.00,0.00,1.58,9.83,0.00,5984.00,0.00,197.25,219.16,0.00,1.00,0.95,0.00,6185.00,0.00,160000.00,0.23,49375.00,110625.00,47855.00,112145.00,41769.00,118231.00,1.00
160.59,154.63,122.18,0.03,0.00,0.09,1.00,0.00,0.89,2.75,0.00,5117.00,0.00,199.75,211.80,0.00,1.01,0.87,0.00,5812.00,0.00,160000.00,0.20,84601.00,75399.00,82301.00,77699.00,80976.00,79024.00,1.00
99.97,97.09,77.67,0.02,0.00,0.07,1.00,0.00,0.84,5.90,0.00,2683.00,0.00,174.25,203.77,0.12,1.16,0.77,0.00,2815.00,0.00,160000.00,0.12,61784.00,98216.00,62991.00,97009.00,53012.00,106988.00,1.00
151.24,136.00,130.93,0.05,0.00,0.10,1.00,0.00,1.07,3.80,0.00,8323.00,0.00,199.75,228.92,0.00,1.00,0.73,0.00,8592.00,0.00,160000.00,0.29,86928.00,73072.00,80172.00,79828.00,79822.00,80178.00,1.00
183.98,180.87,172.03,0.02,0.00,0.07,1.00,0.00,0.53,2.04,0.00,3073.00,0.00,199.75,218.04,0.00,1.00,0.73,0.00,3426.00,0.00,160000.00,0.14,99533.00,60467.00,103356.00,56644.00,100910.00,59090.00,1.00
174.03,173.61,170.95,0.03,0.00,0.09,1.00,0.00,1.40,20.15,0.00,4319.00,0.00,187.50,173.72,0.07,1.10,0.82,0.00,4903.00,0.00,160000.00,0.18,87133.00,72867.00,84101.00,75899.00,78558.00,81442.00,1.00
161.80,161.73,158.07,0.03,0.00,0.04,1.00,0.00,1.36,40.22,0.00,4462.00,0.00,199.75,228.92,0.00,1.00,0.62,0.00,4816.00,0.00,160000.00,0.18,102613.00,57387.00,103682.00,56318.00,103913.00,56087.00,1.00
182.67,149.88,90.72,0.02,0.00,0.07,1.00,0.00,1.26,6.45,0.00,3046.00,0.00,199.75,202.12,0.00,1.08,0.73,0.00,3172.00,0.00,160000.00,0.14,91137.00,68863.00,85044.00,74956.00,74020.00,85980.00,1.00
107.56,101.23,89.73,0.07,0.00,0.06,1.00,0.00,2.97,15.33,0.00,10676.00,0.00,194.75,212.39,0.01,1.03,0.37,0.00,10915.00,0.00,160000.00,0.35,64077.00,95923.00,62149.00,97851.00,61578.00,98422.00,1.00
171.07,164.15,158.60,0.03,0.00,0.08,1.00,0.00,0.63,3.88,0.00,4737.00,0.00,199.75,228.92,0.00,1.00,0.61,0.00,5154.00,0.00,160000.00,0.19,93250.00,66750.00,91523.00,68477.00,94659.00,65341.00,1.00
152.33,139.00,110.50,0.04,0.00,0.06,1.00,0.00,1.67,42.84,0.00,6187.00,0.00,199.75,224.91,0.00,1.00,0.60,0.00,6215.00,0.00,160000.00,0.24,73225.00,86775.00,64216.00,95784.00,63086.00,96914.00,1.00
126.45,145.29,157.35,0.04,0.00,0.06,1.00,0.00,0.78,5.79,0.00,5947.00,0.00,199.75,228.92,0.00,1.00,0.53,0.00,6132.00,0.00,160000.00,0.23,74236.00,85764.00,72781.00,87219.00,117830.00,42170.00,1.00
95.00,93.03,85.04,0.08,0.00,0.04,1.00,0.00,0.27,4.01,0.00,12232.00,0.00,199.75,228.34,0.00,1.00,0.49,0.00,13903.00,0.00,160000.00,0.39,70880.00,89120.00,72669.00,87331.00,66857.00,93143.00,1.00
92.42,98.46,81.48,0.04,0.00,0.04,1.00,0.00,0.61,8.14,0.00,7115.00,0.00,199.75,228.92,0.00,1.00,0.56,0.00,7254.00,0.00,160000.00,0.26,70904.00,89096.00,75753.00,84247.00,70904.00,89096.00,1.00
97.75,90.49,87.48,0.03,0.00,0.05,1.00,0.00,0.45,4.84,0.00,5076.00,0.00,199.75,225.48,0.00,1.00,0.67,0.00,5123.00,0.00,160000.00,0.20,81752.00,78248.00,77914.00,82086.00,76167.00,83833.00,1.00
130.79,144.25,97.38,0.03,0.00,0.08,1.00,0.00,1.13,3.40,0.00,4579.00,0.00,196.50,225.23,0.00,1.00,0.80,0.00,4878.00,0.00,160000.00,0.19,65495.00,94505.00,71156.00,88844.00,61179.00,98821.00,1.00
142.79,125.54,118.34,0.07,0.00,0.06,1.00,0.00,1.48,14.89,0.00,11959.00,0.00,199.75,228.92,0.00,1.00,0.73,0.00,12700.00,0.00,160000.00,0.38,83449.00,76551.00,79402.00,80598.00,79366.00,80634.00,1.00
138.00,136.77,127.41,0.02,0.00,0.06,1.00,0.00,0.80,5.62,0.00,3149.00,0.00,199.75,220.98,0.00,1.01,0.62,0.00,3611.00,0.00,160000.00,0.14,89240.00,70760.00,88952.00,71048.00,76729.00,83271.00,1.00
180.60,162.23,144.71,0.11,0.00,0.10,1.00,0.00,0.85,5.50,0.00,16934.00,0.00,199.75,228.92,0.00,1.00,0.63,0.00,18368.00,0.00,160000.00,0.49,83695.00,76305.00,74205.00,85795.00,70990.00,89010.00,1.00
128.91,146.21,114.06,0.08,0.00,0.04,1.00,0.00,0.45,4.70,0.00,13114.00,0.00,199.75,228.92,0.00,1.00,0.54,0.00,14273.00,0.00,160000.00,0.41,71485.00,88515.00,73719.00,86281.00,69058.00,90942.00,1.00
140.37,163.52,99.23,0.02,0.00,0.05,1.00,0.00,0.84,4.59,0.00,3819.00,0.00,196.50,225.23,0.00,1.00,0.74,0.00,4102.00,0.00,160000.00,0.16,79348.00,80652.00,81589.00,78411.00,64675.00,95325.00,1.00
134.11,128.78,130.98,0.03,0.00,0.05,1.00,0.00,1.89,9.06,0.00,4227.00,0.00,199.75,224.91,0.00,1.00,0.82,0.00,4626.00,0.00,160000.00,0.18,91713.00,68287.00,91193.00,68807.00,92928.00,67072.00,1.00
105.69,135.80,75.99,0.09,0.00,0.04,1.00,0.00,0.78,7.17,0.00,14515.00,0.00,199.75,228.92,0.00,1.00,0.47,0.00,14931.00,0.00,160000.00,0.44,51947.00,108053.00,73869.00,86131.00,46569.00,113431.00,1.00
119.11,118.14,109.41,0.04,0.00,0.06,1.00,0.00,1.09,9.00,0.00,7195.00,0.00,199.75,228.92,0.00,1.00,0.34,0.00,7690.00,0.00,160000.00,0.26,90776.00,69224.00,89996.00,70004.00,84349.00,75651.00,1.00
183.33,184.70,138.32,0.04,0.00,0.05,1.00,0.00,2.27,25.60,0.00,6369.00,0.00,199.50,228.63,0.00,1.00,0.63,0.00,6700.00,0.00,160000.00,0.24,101154.00,58846.00,93552.00,66448.00,96371.00,63629.00,1.00
117.42,116.06,97.68,0.04,0.00,0.09,1.00,0.00,1.67,12.18,0.00,6007.00,0.00,199.75,193.73,0.00,1.12,0.76,0.00,6551.00,0.00,160000.00,0.23,67015.00,92985.00,64779.00,95221.00,66583.00,93417.00,1.00
99.32,99.06,92.67,0.04,0.00,0.06,1.00,0.00,0.76,5.18,0.00,6011.00,0.00,199.75,228.92,0.00,1.00,0.30,0.00,6099.00,0.00,160000.00,0.23,86059.00,73941.00,77403.00,82597.00,75811.00,84189.00,1.00
135.42,135.21,125.19,0.02,0.00,0.08,1.00,0.00,0.94,6.55,0.00,3211.00,0.00,184.75,189.57,0.05,1.07,0.51,0.00,3853.00,0.00,160000.00,0.14,93767.00,66233.00,92931.00,67069.00,93453.00,66547.00,1.00
153.15,128.72,110.19,0.02,0.00,0.07,1.00,0.00,1.26,8.88,0.00,3775.00,0.00,194.25,215.80,0.00,1.01,0.73,0.00,4453.00,0.00,160000.00,0.16,64925.00,95075.00,55601.00,104399.00,51981.00,108019.00,1.00
164.89,164.36,160.24,0.02,0.00,0.07,1.00,0.00,0.63,4.39,0.00,3619.00,0.00,199.75,204.52,0.00,1.02,0.82,0.00,4036.00,0.00,160000.00,0.16,100508.00,59492.00,94330.00,65670.00,87378.00,72622.00,1.00
131.51,126.44,105.51,0.05,0.00,0.04,1.00,0.00,0.70,5.55,0.00,7776.00,0.00,199.75,227.19,0.00,1.00,0.63,0.00,8083.00,0.00,160000.00,0.28,80027.00,79973.00,80861.00,79139.00,76838.00,83162.00,1.00
108.28,114.16,85.96,0.06,0.00,0.09,1.00,0.00,3.19,25.46,0.00,9243.00,0.00,199.75,228.92,0.00,1.00,0.59,0.00,9933.00,0.00,160000.00,0.32,61145.00,98855.00,63510.00,96490.00,49162.00,110838.00,1.00
146.41,137.73,103.21,0.02,0.00,0.09,1.00,0.00,1.17,7.66,0.00,3945.00,0.00,199.75,191.42,0.00,1.16,0.70,0.00,4241.00,0.00,160000.00,0.17,78502.00,81498.00,74661.00,85339.00,74046.00,85954.00,1.00
139.11,130.52,103.40,0.06,0.00,0.05,1.00,0.00,0.54,7.57,0.00,9597.00,0.00,199.75,228.92,0.00,1.00,0.43,0.00,10077.00,0.00,160000.00,0.33,69607.00,90393.00,65671.00,94329.00,59111.00,100889.00,1.00
182.51,183.73,180.65,0.02,0.00,0.08,1.00,0.00,0.33,1.18,0.00,3975.00,0.00,197.75,211.99,0.00,1.01,0.75,0.00,4065.00,0.00,160000.00,0.17,105308.00,54692.00,110182.00,49818.00,105038.00,54962.00,1.00
113.36,108.40,102.29,0.02,0.00,0.05,1.00,0.00,1.58,8.84,0.00,3387.00,0.00,199.75,227.19,0.00,1.00,0.39,0.00,3765.00,0.00,160000.00,0.15,72007.00,87993.00,66612.00,93388.00,63829.00,96171.00,1.00
153.77,150.63,147.74,0.05,0.00,0.06,1.00,0.00,1.37,5.83,0.00,7627.00,0.00,199.75,228.92,0.00,1.00,0.77,0.00,8606.00,0.00,160000.00,0.28,92813.00,67187.00,93910.00,66090.00,93582.00,66418.00,1.00
123.25,129.71,98.70,0.03,0.00,0.07,1.00,0.00,1.75,7.16,0.00,4497.00,0.00,193.75,222.21,0.01,1.01,0.87,0.00,4950.00,0.00,160000.00,0.18,68637.00,91363.00,67615.00,92385.00,69057.00,90943.00,1.00
110.85,107.54,90.72,0.03,0.00,0.08,1.00,0.00,0.64,3.43,0.00,4851.00,0.00,199.75,228.92,0.00,1.00,0.79,0.00,5239.00,0.00,160000.00,0.20,69940.00,90060.00,70068.00,89932.00,69815.00,90185.00,1.00
94.79,93.98,87.63,0.03,0.00,0.04,1.00,0.00,0.92,12.63,0.00,4062.00,0.00,199.75,219.32,0.00,1.01,0.76,0.00,4168.00,0.00,160000.00,0.17,65954.00,94046.00,64692.00,95308.00,62030.00,97970.00,1.00
89.60,97.11,82.81,0.09,0.00,0.05,1.00,0.00,0.58,5.64,0.00,14856.00,0.00,199.75,228.92,0.00,1.00,0.47,0.00,19266.00,0.00,160000.00,0.45,63351.00,96649.00,64533.00,95467.00,62347.00,97653.00,1.00
170.67,173.86,89.83,0.03,0.00,0.05,1.00,0.00,0.69,8.23,0.00,4850.00,0.00,199.75,228.92,0.00,1.00,0.66,0.00,5058.00,0.00,160000.00,0.20,97152.00,62848.00,99347.00,60653.00,78913.00,81087.00,1.00
113.75,113.24,74.00,0.08,0.00,0.09,1.00,0.00,1.42,58.92,0.00,13058.00,0.00,199.75,228.92,0.00,1.00,0.57,0.00,16708.00,0.00,160000.00,0.41,88307.00,71693.00,91154.00,68846.00,78360.00,81640.00,1.00
70.26,79.75,58.89,0.03,0.00,0.05,1.00,0.00,3.24,35.22,0.00,4455.00,0.00,193.50,216.64,0.00,1.00,0.71,0.00,6212.00,0.00,160000.00,0.18,52760.00,107240.00,51990.00,108010.00,51883.00,108117.00,1.00
122.56,118.11,106.13,0.01,0.00,0.05,1.00,0.00,0.42,5.63,0.00,2321.00,0.00,197.75,226.63,0.00,1.00,0.46,0.00,2624.00,0.00,160000.00,0.11,77744.00,82256.00,77617.00,82383.00,76063.00,83937.00,1.00
96.31,91.42,77.47,0.03,0.00,0.05,1.00,0.00,0.18,2.50,0.00,4363.00,0.00,199.75,223.78,0.00,1.00,0.82,0.00,4428.00,0.00,160000.00,0.18,49075.00,110925.00,48498.00,111502.00,47439.00,112561.00,1.00
152.76,151.75,112.27,0.04,0.00,0.04,1.00,0.00,0.65,7.68,0.00,6138.00,0.00,199.75,228.92,0.00,1.00,0.44,0.00,6284.00,0.00,160000.00,0.23,81317.00,78683.00,77734.00,82266.00,59241.00,100759.00,1.00
108.69,114.15,102.85,0.02,0.00,0.05,1.00,0.00,0.90,4.04,0.00,3810.00,0.00,199.75,226.62,0.00,1.00,0.73,0.00,3943.00,0.00,160000.00,0.16,74883.00,85117.00,75220.00,84780.00,72943.00,87057.00,1.00
128.91,129.27,124.34,0.01,0.00,0.06,1.00,0.00,-0.02,1.33,0.00,1999.00,0.00,199.75,217.13,0.00,1.01,0.37,0.00,2116.00,0.00,160000.00,0.10,69049.00,90951.00,65824.00,94176.00,76717.00,83283.00,1.00
98.92,99.07,74.84,0.03,0.00,0.06,1.00,0.00,0.92,3.05,0.00,4481.00,0.00,199.75,228.92,0.00,1.00,0.79,0.00,4684.00,0.00,160000.00,0.18,69017.00,90983.00,68998.00,91002.00,61910.00,98090.00,1.00
162.07,161.07,152.63,0.02,0.00,0.07,1.00,0.00,1.24,4.05,0.00,2919.00,0.00,198.25,195.50,0.01,1.14,0.77,0.00,3235.00,0.00,160000.00,0.13,79211.00,80789.00,79026.00,80974.00,75275.00,84725.00,1.00
134.22,126.54,91.72,0.05,0.00,0.04,1.00,0.00,0.49,4.50,0.00,8126.00,0.00,199.75,224.91,0.00,1.00,0.62,0.00,8381.00,0.00,160000.00,0.29,66120.00,93880.00,54344.00,105656.00,44845.00,115155.00,1.00
95.91,97.53,79.70,0.03,0.00,0.06,1.00,0.00,0.79,4.44,0.00,5486.00,0.00,199.75,219.88,0.00,1.01,0.69,0.00,5714.00,0.00,160000.00,0.22,61397.00,98603.00,67459.00,92541.00,63137.00,96863.00,1.00
128.63,130.07,115.29,0.02,0.00,0.04,1.00,0.00,1.83,17.43,0.00,3424.00,0.00,199.75,228.34,0.00,1.00,0.75,0.00,3846.00,0.00,160000.00,0.15,82098.00,77902.00,81319.00,78681.00,81936.00,78064.00,1.00
97.79,97.93,88.45,0.03,0.00,0.09,1.00,0.00,0.94,5.44,0.00,4486.00,0.00,199.75,208.14,0.00,1.04,0.83,0.00,4919.00,0.00,160000.00,0.18,70899.00,89101.00,68693.00,91307.00,68771.00,91229.00,1.00
99.12,97.29,79.29,0.03,0.00,0.07,1.00,0.00,1.23,2.97,0.00,4843.00,0.00,199.75,228.92,0.00,1.00,0.87,0.00,5502.00,0.00,160000.00,0.20,80316.00,79684.00,79738.00,80262.00,71892.00,88108.00,1.00
98.86,88.70,79.52,0.03,0.00,0.07,1.00,0.00,1.34,8.79,0.00,5146.00,0.00,199.75,222.66,0.00,1.00,0.77,0.00,5346.00,0.00,160000.00,0.21,55528.00,104472.00,57528.00,102472.00,52337.00,107663.00,1.00
